,smiles,idx,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,P_ratio,predict_al,predict_solv,sascore,scscore,spatial,capacity,ranker_al
381,CCCC[B-](C(C)CC)(C(C)CC)C(C)CC,381,17.0,17.0,1.0,9.0,0.0,239.27599999999995,202.988,0.0,6.635600000000007,84.61400000000008,104.0,0.0090340189398829,-0.1774794826677654,0.7058823529411765,1.0588235294117647,1.2941176470588236,2.521805555555556,-0.1893055555555556,0.0131543732842336,0.5731025706251826,0.8194836444632727,0.9304646600488016,1306.6740594948635,1483.6342894418387,1594.5090159190183,3.0269913972162503,0.8419950998074198,0.0007120862722326,1.5133802009517203,0.0,6.0,0.25,-0.0851431040622218,0.3018867924528302,0.6792452830188679,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,1.9909407236888363,-0.0462018593749577,4.8130433530499035,2.114914356042861,351.0,0.0,0.9090592763111636
382,CCCC[B-](C(C)CC)(C(C)CC)C1CCCC1,382,18.0,18.0,1.0,8.0,0.0,251.28699999999992,214.999,0.0,6.779700000000007,87.11700000000008,108.0,0.0093706777031121,-0.1774668017278541,0.9444444444444444,1.4444444444444444,1.8333333333333333,2.569583333333333,-0.13375,0.0244249020385896,0.647574120221554,0.762002466412859,0.918154666779781,1312.7788130570998,1581.7980213792882,1722.8012649841291,3.031082176235086,0.8035579102068796,0.0006993978404036,1.5100307938105078,0.0,6.0,0.25,-0.0851429001465443,0.3148148148148147,0.6666666666666661,0.0,0.0,0.0,0.0,0.0185185185185185,0.0,2.21159078567136,-0.0474965656249626,4.515923348539391,2.567006345246366,429.0,0.0,0.6884092143286398
383,CCCC[B-](C(C)CC)(C1CCCC1)C1CCCC1,383,19.0,19.0,1.0,7.0,0.0,263.29799999999994,227.01,0.0,6.923800000000007,89.62000000000008,112.0,0.0097073313585791,-0.1774541193943042,0.8947368421052632,1.368421052631579,1.736842105263158,2.6173611111111112,-0.0781944444444444,0.0371550575669494,0.7013370872280866,0.7128297763691015,0.8868684151116009,1346.3790495251696,1675.0998532552446,1888.780595534519,3.053609121635524,0.7246106143192689,0.0006587063393658,1.4108049453450378,0.0,6.0,0.25,-0.0851426962106189,0.3272727272727273,0.6545454545454547,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,2.323525529795556,-0.0484077874999737,4.176352014443876,2.4570112313478436,459.0,0.0,0.576474470204444
384,CCCC[B-](C1CCCC1)(C1CCCC1)C1CCCC1,384,20.0,20.0,1.0,6.0,0.0,275.309,239.021,0.0,7.067900000000007,92.12300000000008,116.0,0.0100439799065154,-0.1774414356671481,0.65,1.0,1.3,2.4154606009070294,-0.0226388888888888,0.0114371651631823,0.5435722399413021,0.8393623889388869,0.8777728178312536,1637.5676231557834,1712.5050704068858,1950.9661675762943,3.102810780411337,0.8033033062323186,0.0005360223330134,1.5386664967589472,0.0,6.0,0.25,-0.0851424922544457,0.3392857142857142,0.642857142857143,0.0,0.0,0.0,0.0,0.0178571428571428,0.0,2.415425919909969,-0.0502062656249853,3.6850289635791817,1.6512952597160682,537.0,0.0,0.4845740800900309
385,c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,385,25.0,25.0,1.0,4.0,0.0,319.236,299.076,0.0,3.064000000000002,110.05800000000002,120.0,0.1076451292997068,-0.1951619654165936,0.28,0.48,0.68,2.256944444444444,-1.215555555555556,0.0007536114754505,0.2976207999533929,0.9546841673742696,0.9868295973827336,2234.1558928729314,2309.382763011429,2340.204194459071,3.283533043535759,0.950667431313153,0.0004417013157097,1.568777625221515,1.0,6.0,0.6666666666666666,-0.0965334003580403,0.5333333333333331,0.4444444444444442,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,3.324306753120846,-0.0610192343749935,1.9551802688134252,1.0041358944288985,280.0,0.0,0.4243067531208462
386,CO[B-](c1ccccc1)(c1ccccc1)c1ccccc1,386,21.0,21.0,2.0,4.0,1.0,273.164,255.01999999999992,9.23,2.2999,90.99100000000004,104.0,0.1969730171172753,-0.5816302143339769,0.5238095238095238,0.8095238095238095,1.0476190476190477,6.158611111111112,-1.3977777777777782,0.0814489649514943,0.7648388091635618,0.6442216978628278,0.6940567778787834,1423.9368362531484,1534.088367019273,2210.321137858264,3.075736134235404,0.5347184600182554,0.0004874210429902,1.149897130408524,0.9473684210526316,8.0,0.5,-0.0117493547638961,0.4871794871794873,0.4615384615384617,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.0,3.8013648290045343,-0.0669408015624179,2.6476690866030115,1.277704954237931,237.0,0.0,0.9013648290045344
387,[H][B-](c1ccccc1)(c1ccccc1)c1ccccc1,387,19.0,19.0,1.0,3.0,0.0,243.13800000000003,227.01,0.0,1.9351,85.37700000000004,92.0,0.0664977419926196,-0.2031473707654605,0.3684210526315789,0.631578947368421,0.8947368421052632,2.236111111111111,-0.6616666666666671,0.131157560221944,0.8068114425779098,0.5908090183175542,0.6122132539283205,1313.501163739639,1361.0875876296475,2223.2246343837032,3.1736548915662945,0.4291540993140858,0.0004660926619853,1.195057819011308,1.0,1.0,0.0,0.0664977419926196,0.5142857142857143,0.4571428571428572,0.0,0.0,0.0,0.0,0.0285714285714285,0.0,3.3253041346724563,-0.0611642593749883,2.5418099624568526,1.2715639065661246,201.0,0.0,0.4253041346724564
388,C[B-](c1ccccc1)(c1ccccc1)c1ccccc1,388,20.0,20.0,1.0,3.0,0.0,257.165,239.021,0.0,2.786600000000001,89.84600000000003,98.0,0.0787428225313919,-0.2001860966997053,0.45,0.7,0.95,2.361111111111111,-0.9116666666666672,0.1174686194790313,0.8110907569146152,0.5849203228198491,0.6569066712337589,1309.7755791673708,1470.9701171369677,2239.2375988118497,3.1241379874198145,0.4871467171868978,0.0005015413950925,1.2244770293177687,0.9473684210526316,6.0,0.6666666666666666,-0.0968800605647957,0.4999999999999998,0.4736842105263156,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,3.2512063620038125,-0.0601479546874923,2.4154467012174266,1.0722271564814336,225.0,0.0,0.3512063620038126
389,CC[B-](c1ccccc1)(c1ccccc1)c1ccccc1,389,21.0,21.0,1.0,4.0,0.0,271.192,251.03199999999995,0.0,3.176700000000002,94.46300000000004,104.0,0.081190418931134,-0.1999398070651339,0.5238095238095238,0.8095238095238095,1.0476190476190477,2.298611111111111,-0.8977777777777782,0.0866418970762418,0.7687399844814007,0.6395614405665306,0.6811462737792923,1446.202617538769,1540.2359516761994,2261.24110336875,3.1105001293199823,0.5665312825848715,0.0004709895180099,1.237025637279258,0.9,6.0,0.6666666666666666,-0.0968711185981094,0.4878048780487806,0.4878048780487806,0.0,0.0,0.0,0.0,0.024390243902439,0.0,3.200732801411441,-0.0583418984374945,2.552001096528569,1.7546698754996293,237.0,0.0,0.3007328014114412
390,O[B-](c1ccccc1)(c1ccccc1)c1ccccc1,390,20.0,20.0,2.0,3.0,1.0,259.137,243.009,20.23,1.6458000000000002,86.20080000000004,98.0,0.1948360261552185,-0.5941101850159328,0.45,0.7,0.95,11.48777777777778,-1.911666666666667,0.1222156686209044,0.8073716301169491,0.5900432618734834,0.6358533908418768,1317.108244715273,1419.366676349864,2232.223177217955,3.096289739287643,0.3756160582530409,0.0004827647183845,1.079557574221469,1.0,8.0,0.0,0.1485607666201184,0.5000000000000001,0.4444444444444446,0.0277777777777777,0.0,0.0,0.0,0.0277777777777777,0.0,3.836275480125282,-0.067264493749958,2.455591160148325,1.2852187942538948,225.0,0.0,0.936275480125282
391,CCC(C)[B-](c1ccccc1)(c1ccccc1)c1ccccc1,391,23.0,23.0,1.0,5.0,0.0,299.24600000000004,275.054,0.0,3.9569000000000014,103.69700000000005,116.0,0.0839136351119666,-0.1996813471550447,0.6086956521739131,0.9130434782608696,1.173913043478261,2.395833333333333,-0.9741666666666672,0.0316981239664597,0.6529649499181247,0.7573881265100616,0.7927355291650617,1760.511757215727,1842.675070559324,2324.451223348217,3.14710812221286,0.7949337120470787,0.0004502869838363,1.5435652746531416,0.8181818181818182,6.0,0.6666666666666666,-0.0968619301182374,0.4680851063829784,0.5106382978723402,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,2.575862548549123,-0.056610160937506,3.257034597902315,1.9919503274373476,294.0,0.0,0.324137451450877
392,c1ccc([B-](c2ccccc2)(c2ccccc2)C2CCCC2)cc1,392,24.0,24.0,1.0,4.0,0.0,311.25700000000006,287.065,0.0,4.101000000000004,106.20000000000006,120.0,0.0842171104645208,-0.1996702547375037,0.5,0.8333333333333334,1.1666666666666667,2.3455555555555554,-0.9186111111111116,0.008086182257166,0.5123524712066454,0.8587752588707034,0.9069230462476436,2022.339346637024,2135.7231031671595,2354.911050064969,3.2345591250703283,0.8900908820634156,0.0004484524556948,1.678312900287766,0.782608695652174,6.0,0.6666666666666666,-0.0968617604752845,0.4791666666666664,0.4999999999999998,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,3.0092970376752115,-0.0559178609375026,2.789567880055742,2.3698924642095136,372.0,0.0,0.1092970376752116
393,CO[B-](OC)(c1ccccc1)c1ccccc1,393,17.0,17.0,3.0,4.0,2.0,227.092,210.964,18.46,1.5357999999999998,71.92400000000004,88.0,0.2981112665800665,-0.5631758850795994,0.6470588235294118,1.0,1.2941176470588236,5.699490740740741,-1.58,0.1394548206817067,0.863311968462276,0.5046706303221836,0.8344855479299679,760.828450823018,1258.04893036956,1507.5742575653794,2.786461525046841,0.5495174705016285,0.0010968117018064,1.1566392114276471,0.8571428571428571,8.0,0.5,-0.010426489867013,0.4242424242424241,0.4848484848484846,0.0606060606060606,0.0,0.0,0.0,0.0303030303030303,0.0,3.779288798591965,-0.0766633765624762,3.013239266298955,1.2173654469753492,194.0,0.0,0.8792887985919653
394,[H][B-](OC)(c1ccccc1)c1ccccc1,394,15.0,15.0,2.0,3.0,1.0,197.066,182.95399999999995,9.23,1.171,66.31000000000004,76.0,0.1536974535383004,-0.5873288044594888,0.7333333333333333,1.1333333333333333,1.4666666666666666,5.605740740740741,-0.8438888888888894,0.3244085935473489,0.9465936361702302,0.3224290432979356,0.779503747287312,510.3644496288417,1233.8559730808713,1582.8736903122197,2.9054385487950207,0.2096404257912814,0.0015273472669465,0.740641322526924,0.9230769230769232,8.0,0.5,-0.0121363717599949,0.4482758620689656,0.4827586206896553,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,3.601207129982173,-0.0705978624999863,3.1878502516710503,1.7340081974698731,158.0,0.0,0.7012071299821732
395,CO[B-](C)(c1ccccc1)c1ccccc1,395,16.0,16.0,2.0,3.0,1.0,211.093,194.96499999999995,9.23,2.0225,70.77900000000004,82.0,0.1659645652623338,-0.5851154509568978,0.75,1.125,1.4375,5.772407407407408,-1.0938888888888894,0.1683162045854038,0.8836916299230921,0.4680695495371052,0.8597279996216577,654.4080079384313,1201.985662510399,1398.0999374678497,2.7764496212971896,0.5773669091471912,0.0013137492041548,1.2225209580760974,0.8571428571428571,8.0,0.5,-0.0119643780419454,0.4375,0.5,0.03125,0.0,0.0,0.0,0.03125,0.0,3.4183893621690515,-0.0669940906249837,2.91078426130151,1.527571579973371,182.0,0.0,0.5183893621690516
396,CC[B-](OC)(c1ccccc1)c1ccccc1,396,17.0,17.0,2.0,4.0,1.0,225.12,206.976,9.23,2.4126000000000003,75.39600000000004,88.0,0.1686106246566859,-0.584972410953738,0.8235294117647058,1.2352941176470589,1.5294117647058822,5.921712962962963,-1.0800000000000003,0.1993042585297993,0.901821855553645,0.4321080198813496,0.8393883052343124,690.2365253970876,1340.813964579898,1597.370318622219,2.83881300795816,0.4763447288333727,0.0012160879268905,1.0774825347668284,0.8,8.0,0.5,-0.0119599943930719,0.4285714285714286,0.5142857142857143,0.0285714285714285,0.0,0.0,0.0,0.0285714285714285,0.0,3.118319189311035,-0.0664813593749826,3.0044059852942446,1.6697833580783454,194.0,0.0,0.218319189311035
397,CO[B-](O)(c1ccccc1)c1ccccc1,397,16.0,16.0,3.0,3.0,2.0,213.065,198.95299999999995,29.46,0.8816999999999997,67.13380000000004,82.0,0.295951469459203,-0.5756614247839972,0.8125,1.1875,1.5,10.602962962962962,-2.093888888888889,0.2436297456345628,0.9206231646870372,0.3904522872792835,0.891315877068847,583.6891611647155,1332.432754445568,1494.9052167985203,2.829251350980188,0.4715945149831533,0.0015270385958346,1.0988762815810178,0.9230769230769232,8.0,0.0,0.1500382370063218,0.4333333333333333,0.4666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0333333333333333,0.0,3.812034247656796,-0.0789296777343704,2.926918040565724,1.5788706366050946,182.0,0.0,0.9120342476567962
398,CCC(C)[B-](OC)(c1ccccc1)c1ccccc1,398,19.0,19.0,2.0,5.0,1.0,253.17400000000004,230.998,9.23,3.192800000000002,84.63000000000005,100.0,0.1715330273520782,-0.584822639438383,0.8947368421052632,1.3157894736842106,1.631578947368421,6.125231481481482,-1.1563888888888894,0.108746048196475,0.8250827051117959,0.565011973081457,0.7365999439132359,1105.7410058271214,1441.542483485388,1957.0222552924704,2.982561321587177,0.4839979032017492,0.0006661595618064,1.059879874859242,0.7058823529411765,8.0,0.5,-0.0119554916597514,0.4146341463414635,0.5365853658536587,0.024390243902439,0.0,0.0,0.0,0.024390243902439,0.0,3.104863863821727,-0.0660183523437254,3.518482783674645,1.9681341640849852,251.0,0.0,0.20486386382172705
399,CO[B-](c1ccccc1)(c1ccccc1)C1CCCC1,399,20.0,20.0,2.0,4.0,1.0,265.185,243.009,9.23,3.3369000000000018,87.13300000000005,104.0,0.1718035994414886,-0.5848169887176163,0.8,1.25,1.65,6.256481481481482,-1.1008333333333336,0.0999129721894461,0.8032301671454013,0.5956687826196456,0.7017712426942152,1255.3869720971068,1479.0005808198596,2107.525203144166,3.0214749962074574,0.4911286706315259,0.0005590079061613,1.1373276426029733,0.6666666666666666,8.0,0.5,-0.0119554132329641,0.4285714285714287,0.5238095238095241,0.0238095238095238,0.0,0.0,0.0,0.0238095238095238,0.0,3.0721835522443226,-0.0657646499999717,3.082911362536157,1.692824512259312,329.0,0.0,0.1721835522443227
400,[H][B-]([H])(c1ccccc1)c1ccccc1,400,13.0,13.0,1.0,2.0,0.0,167.04,154.94399999999996,0.0,0.8062,60.69600000000004,64.0,0.0245002133258644,-0.2118620001909193,0.5384615384615384,0.9230769230769232,1.3076923076923077,2.2152777777777777,-0.1077777777777779,0.4995246838824609,0.9775391122882544,0.2107540840569677,0.9277533887539412,263.76418165987087,1161.1073373112413,1251.5258379931288,2.830414612364459,0.2834460454637277,0.0035173592673409,0.7912483440144817,1.0,1.0,0.0,0.0245002133258644,0.4799999999999999,0.4799999999999999,0.0,0.0,0.0,0.0,0.04,0.0,3.558038377505936,-0.0692527624999918,3.1614078162940116,1.303846082223868,128.0,0.0,0.6580383775059362
401,[H][B-](C)(c1ccccc1)c1ccccc1,401,14.0,14.0,1.0,2.0,0.0,181.067,166.95499999999996,0.0,1.6577,65.16500000000003,70.0,0.0365939476258457,-0.2084486311560496,0.6428571428571429,1.0,1.3571428571428572,2.324074074074074,-0.3577777777777779,0.4263808822614516,0.9675446199312764,0.2527002343529615,0.9027300544316236,344.1721786322538,1229.498541408471,1361.978074589072,2.847196217094064,0.3265626696625766,0.0026229024612596,0.8898290799905444,0.9230769230769232,1.0,0.0,0.0365939476258457,0.4642857142857141,0.4999999999999998,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,3.503912072068001,-0.0666890843749976,3.070131617587073,1.492166246979818,146.0,0.0,0.6039120720680011
402,[H][B-](CC)(c1ccccc1)c1ccccc1,402,15.0,15.0,1.0,3.0,0.0,195.094,178.96599999999995,0.0,2.0478,69.78200000000005,76.0,0.0393122242526517,-0.2081966325934842,0.7333333333333333,1.1333333333333333,1.4666666666666666,2.2777777777777777,-0.3438888888888891,0.313204295396857,0.9442613594444076,0.3291967269888927,0.8183902408301249,479.6330367511642,1192.3781868891836,1456.9799679914415,2.831817204081947,0.3150278315424255,0.0017062841341654,0.8352787236341923,0.8571428571428571,1.0,0.0,0.0393122242526517,0.4516129032258063,0.5161290322580643,0.0,0.0,0.0,0.0,0.032258064516129,0.0,3.232270063438729,-0.0645896687499982,3.14105025167105,1.6054262664671946,158.0,0.0,0.3322700634387292
403,[H][B-](O)(c1ccccc1)c1ccccc1,403,14.0,14.0,2.0,2.0,1.0,183.039,170.94299999999996,20.23,0.5169000000000001,61.51980000000004,70.0,0.1515818934058418,-0.5998064972103424,0.6428571428571429,1.0,1.3571428571428572,10.075185185185186,-1.3577777777777782,0.4172997809636468,0.9657532991153006,0.259462068996439,0.9199668077665366,347.4671415427305,1232.0037308159144,1339.182805743753,2.823608416128094,0.3905589015789704,0.0026476368490037,0.9789131376432711,1.0,8.0,0.0,0.1481292483696082,0.4615384615384614,0.4615384615384614,0.0384615384615384,0.0,0.0,0.0,0.0384615384615384,0.0,3.8405463791742793,-0.0742430218749834,3.117731992821594,1.4213805026653374,146.0,0.0,0.9405463791742794
404,[H][B-](c1ccccc1)(c1ccccc1)C(C)CC,404,17.0,17.0,1.0,4.0,0.0,223.148,202.988,0.0,2.828000000000001,79.01600000000005,88.0,0.0424489822367412,-0.207923645613677,0.8235294117647058,1.2352941176470589,1.588235294117647,2.375,-0.4202777777777779,0.1929466883328729,0.8920775365471222,0.4518823616695143,0.7105559878626081,842.8516489804178,1325.3300789396858,1865.2014782485364,3.0062372073036405,0.3367158206541808,0.0008430380230283,0.9623155837908178,0.75,1.0,0.0,0.0424489822367412,0.4324324324324324,0.5405405405405406,0.0,0.0,0.0,0.0,0.027027027027027,0.0,2.9240782419122167,-0.0609382421874924,3.5891564659467283,1.7533645789169496,215.0,0.0,0.024078241912216747
405,[H][B-](c1ccccc1)(c1ccccc1)C1CCCC1,405,18.0,18.0,1.0,3.0,0.0,235.159,214.999,0.0,2.972100000000001,81.51900000000005,92.0,0.042788795177318,-0.2079104820175669,0.6666666666666666,1.1111111111111112,1.5555555555555556,2.3247222222222224,-0.3647222222222224,0.1671566212479756,0.8725453433781444,0.4885331347504653,0.6928204019519123,1007.0830859916066,1428.2095907211392,2061.442744320727,3.092095277396673,0.3728654907230569,0.0006879476098734,1.046063549396139,0.7058823529411765,1.0,0.0,0.042788795177318,0.4473684210526314,0.526315789473684,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,2.9219958831259523,-0.0611342671874916,3.248925682402171,1.8423289847111721,293.0,0.0,0.021995883125952354
406,C[B-](C)(c1ccccc1)c1ccccc1,406,15.0,15.0,1.0,2.0,0.0,195.094,178.96599999999995,0.0,2.5092000000000008,69.63400000000004,76.0,0.0485711617418788,-0.205203128441641,0.6,0.9333333333333332,1.2666666666666666,2.324074074074074,-0.6077777777777782,0.3188406329694452,0.9455270689210676,0.3255434870144604,0.871866661469334,449.7008623527624,1204.38345461959,1381.3849156588626,2.789176280304222,0.4047070905082054,0.0019387702681019,0.8743823317434447,0.8571428571428571,6.0,0.6666666666666666,-0.0972227168174393,0.4516129032258063,0.5161290322580643,0.0,0.0,0.0,0.0,0.032258064516129,0.0,3.1160820311969224,-0.0631576296874993,2.7504167659140233,1.3277914162610411,170.0,0.0,0.21608203119692249
407,CC[B-](C)(c1ccccc1)c1ccccc1,407,16.0,16.0,1.0,3.0,0.0,209.121,190.97699999999995,0.0,2.899300000000001,74.25100000000005,82.0,0.0511892944569681,-0.2049552043929187,0.75,1.125,1.4375,2.3796296296296298,-0.5938888888888891,0.1670423818106658,0.8832619335572266,0.4688798958462064,0.8311760350542037,699.5540897334739,1240.088559483342,1491.9686169759111,2.8644102633027257,0.5557900313190571,0.0011881512055356,1.193705804354634,0.8,6.0,0.6666666666666666,-0.0972138508859752,0.4411764705882353,0.5294117647058824,0.0,0.0,0.0,0.0,0.0294117647058823,0.0,3.033013279949873,-0.0604921171874987,2.9013748967530155,1.672775592559586,182.0,0.0,0.1330132799498731
408,C[B-](O)(c1ccccc1)c1ccccc1,408,15.0,15.0,2.0,2.0,1.0,197.066,182.95399999999995,20.23,1.3684,65.98880000000004,76.0,0.1638418552294292,-0.5975941659593919,0.7333333333333333,1.0666666666666669,1.4,10.51962962962963,-1.6077777777777778,0.3129800072787241,0.9440534460020864,0.3297924970213631,0.8648235786614467,452.557165188666,1186.7526116641425,1372.24821448667,2.764233759355915,0.3579052909375366,0.0019109709119308,0.7895447876355617,0.9230769230769232,8.0,0.0,0.1483223202801689,0.4482758620689656,0.4827586206896553,0.0344827586206896,0.0,0.0,0.0,0.0344827586206896,0.0,3.819870531351218,-0.0729602812499852,2.815440453329856,1.6367003022388367,170.0,0.0,0.9198705313512181
409,CCC(C)[B-](C)(c1ccccc1)c1ccccc1,409,18.0,18.0,1.0,4.0,0.0,237.175,214.999,0.0,3.679500000000002,83.48500000000006,94.0,0.0542780336530136,-0.2046827166809045,0.8333333333333334,1.2222222222222223,1.5555555555555556,2.429398148148148,-0.6702777777777782,0.1673962976608887,0.8740967669964848,0.4857518316242287,0.7009047283550479,917.856944708044,1324.401125464119,1889.559410695308,2.9513526941990444,0.38250272730591,0.0007636317755137,0.9047999421301648,0.7058823529411765,6.0,0.6666666666666666,-0.0972045048830016,0.4250000000000001,0.5500000000000002,0.0,0.0,0.0,0.0,0.025,0.0,2.7460948861251686,-0.0581063953125031,3.424665103246115,2.1704828075280966,239.0,0.0,0.1539051138748313
410,C[B-](c1ccccc1)(c1ccccc1)C1CCCC1,410,19.0,19.0,1.0,3.0,0.0,249.18599999999995,227.01,0.0,3.8236000000000026,85.98800000000006,98.0,0.0546155414845919,-0.2046695034534741,0.7368421052631579,1.1578947368421053,1.5789473684210529,2.500648148148148,-0.6147222222222224,0.1210318542407878,0.8266705993198697,0.5626861649446586,0.6845396780675295,1169.2297486705488,1422.4343970153157,2077.942948509397,3.061000163873409,0.4978732027304493,0.0005854620777874,1.155213735387746,0.6666666666666666,6.0,0.6666666666666666,-0.0972042939995712,0.4390243902439025,0.5365853658536587,0.0,0.0,0.0,0.0,0.024390243902439,0.0,2.8726726738320187,-0.0579623218750029,2.9921632292388036,2.3931922603323015,317.0,0.0,0.02732732616798117
411,CC[B-](CC)(c1ccccc1)c1ccccc1,411,17.0,17.0,1.0,4.0,0.0,223.148,202.988,0.0,3.2894000000000023,78.86800000000005,88.0,0.0537977388618443,-0.2047073338834834,0.6470588235294118,1.0,1.2941176470588236,2.3090277777777777,-0.5800000000000003,0.1532016784868577,0.8729381373577043,0.4878309218842752,0.7917284781136257,782.1580311477833,1269.4086411190767,1603.3383618378523,2.8617161295841447,0.5097683925469485,0.0010122359505173,1.1048966572003784,0.75,6.0,0.6666666666666666,-0.0972049785118743,0.4324324324324324,0.5405405405405406,0.0,0.0,0.0,0.0,0.027027027027027,0.0,2.9490025011530103,-0.0584592500000082,2.995572704289536,1.737020126118456,194.0,0.0,0.049002501153010414
412,CC[B-](O)(c1ccccc1)c1ccccc1,412,16.0,16.0,2.0,3.0,1.0,211.093,194.96499999999995,20.23,1.7585,70.60580000000004,82.0,0.1664816743120903,-0.5974512295168461,0.8125,1.1875,1.5,10.825185185185186,-1.593888888888889,0.1809783846060862,0.8914648280780988,0.4530899031094003,0.8008607248721583,667.116819579169,1179.1647883479343,1472.3718515927535,2.8036838410113445,0.420844901986236,0.0012004804876263,1.0140544321398164,0.8571428571428571,8.0,0.0,0.1483269202227092,0.4375,0.5,0.03125,0.0,0.0,0.0,0.03125,0.0,3.689406972125488,-0.0678345343749917,2.9175086760172295,1.4944182333622456,182.0,0.0,0.7894069721254882
413,CCC(C)[B-](CC)(c1ccccc1)c1ccccc1,413,19.0,19.0,1.0,5.0,0.0,251.20200000000003,227.01,0.0,4.069600000000003,88.10200000000006,100.0,0.0568462372283064,-0.2044367269054784,0.7894736842105263,1.2105263157894737,1.5263157894736843,2.40625,-0.6563888888888894,0.1066022071195812,0.8312679943009451,0.5558718572215037,0.8068189486597879,1074.4719689974918,1559.5399067766166,1932.949033196578,3.01499851726814,0.5808750425831039,0.0007508980894239,1.2279094923927525,0.6666666666666666,6.0,0.6666666666666666,-0.0971956595130043,0.4186046511627905,0.5581395348837208,0.0,0.0,0.0,0.0,0.0232558139534883,0.0,2.7640660302152487,-0.0563660453125098,3.5104673990592605,1.9406854302984864,251.0,0.0,0.13593396978475125
414,CC[B-](c1ccccc1)(c1ccccc1)C1CCCC1,414,20.0,20.0,1.0,4.0,0.0,263.213,239.021,0.0,4.213700000000004,90.60500000000008,104.0,0.0571826035981924,-0.2044235352429156,0.8,1.25,1.65,2.3872222222222224,-0.6008333333333336,0.0852627358924309,0.7909897386802813,0.6118294151987955,0.737665447641874,1279.5383327218904,1542.703233180686,2091.3318335734853,3.055132559147828,0.5988558924554105,0.0005765090648536,1.2685336803571703,0.631578947368421,6.0,0.6666666666666666,-0.097195448723505,0.4318181818181817,0.5454545454545453,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,2.880767239859276,-0.0563053765625021,3.0755752478034317,2.348378768766126,329.0,0.0,0.019232760140723837
415,O[B-](O)(c1ccccc1)c1ccccc1,415,15.0,15.0,3.0,2.0,2.0,199.038,186.94199999999995,40.46,0.2275999999999995,62.343600000000045,76.0,0.2937913739770484,-0.575762741858612,0.6,0.9333333333333332,1.2666666666666666,10.075185185185186,-2.6077777777777778,0.3224684461924165,0.9459008816923792,0.3244557319783081,0.9008855260533988,447.7923229759766,1243.3425662945494,1380.1338020618305,2.777639687915892,0.3976570478658364,0.0020118378092465,0.9637194685199776,1.0,8.0,0.0,0.1500352328307758,0.4444444444444444,0.4444444444444444,0.074074074074074,0.0,0.0,0.0,0.037037037037037,0.0,3.704630574019028,-0.086341612109372,2.7849355494560637,1.263872325209451,170.0,0.0,0.8046305740190283
416,CCC(C)[B-](O)(c1ccccc1)c1ccccc1,416,18.0,18.0,2.0,4.0,1.0,239.147,218.987,20.23,2.5387000000000004,79.83980000000004,94.0,0.1693970317064265,-0.5973015535652701,0.8888888888888888,1.2777777777777777,1.6111111111111112,11.284953703703705,-1.6702777777777778,0.1389259593140418,0.8534047903189642,0.521248754301288,0.7162147742297745,966.3240265651382,1327.7644096183633,1853.863474187972,2.944892119920528,0.4201369352835912,0.0007411745486403,0.9985761911747348,0.75,8.0,0.0,0.1483316430757887,0.4210526315789472,0.526315789473684,0.0263157894736842,0.0,0.0,0.0,0.0263157894736842,0.0,3.394852218357412,-0.0677861149553373,3.4392171394452093,2.072340634856997,239.0,0.0,0.494852218357412
417,O[B-](c1ccccc1)(c1ccccc1)C1CCCC1,417,19.0,19.0,2.0,3.0,1.0,251.158,230.998,20.23,2.682800000000001,82.34280000000005,98.0,0.1696670990724082,-0.5972959074106521,0.7368421052631579,1.1578947368421053,1.5789473684210529,11.516203703703704,-1.6147222222222224,0.1024892939177719,0.7948751853944941,0.6067729720777522,0.6724781778939545,1243.0199074685245,1377.6219458127614,2048.574944286153,3.0488321382105834,0.4612164804237471,0.0005410035461648,1.165820055159553,0.7058823529411765,8.0,0.0,0.1483317231302042,0.435897435897436,0.512820512820513,0.0256410256410256,0.0,0.0,0.0,0.0256410256410256,0.0,3.317019624703525,-0.0672263499999523,3.00541597649155,2.1781205137308985,317.0,0.0,0.41701962470352516
