,smiles,idx,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,P_ratio,predict_al,predict_solv,sascore,scscore,spatial,capacity,ranker_al
167,[H][B-]([H])(O)F,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.733125060693073,-0.0820675907421116,6.784018577096522,1.6168839703741464,18.0,0.0,0.8331250606930731
168,[H][B-]([H])(F)C(C)CC,168,6.0,6.0,2.0,2.0,0.0,88.94200000000001,77.85399999999998,0.0,1.2581,29.366999999999987,38.0,0.1308477491496503,-0.525785672888836,1.8333333333333333,2.333333333333333,2.333333333333333,11.51199074074074,-1.0625,0.2915656575277455,0.9368703236888604,0.3496769889356887,0.7601603500286149,103.8364530044675,225.7293358131804,296.94963148851843,1.8767111704904849,0.3762885050189125,0.0073207465011917,0.5763995395323833,0.0,9.0,0.0,0.1308477491496502,0.2352941176470588,0.6470588235294118,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,2.8520464939450707,-0.0787102627604156,5.446276696128597,2.3514614255577886,87.0,0.0,0.04795350605492921
169,[H][B-]([H])(F)C1CCCC1,169,7.0,7.0,2.0,1.0,0.0,100.95300000000002,89.86499999999998,0.0,1.4022,31.869999999999987,42.0,0.1311130803175418,-0.5257748201094455,1.2857142857142858,1.8571428571428568,2.142857142857143,11.82324074074074,-1.0069444444444442,0.2810875377356019,0.9333875796657064,0.3588699292582127,0.9120634271172672,107.52879233468018,273.2830779476766,299.63165918343486,1.8357833719473744,0.4491329871197828,0.0084820391572751,0.6520623394953984,0.0,9.0,0.0,0.1311130803175417,0.2777777777777778,0.6111111111111113,0.0,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,2.821481535078701,-0.0762674216249954,4.532896663447155,2.2251955189570305,165.0,0.0,0.0785184649212991
170,[H][B-](C)(C)F,170,4.0,4.0,2.0,0.0,0.0,60.888000000000005,53.83200000000001,0.0,0.9393,19.985,26.0,0.1368894443723568,-0.5222193408909998,1.5,1.5,1.5,11.083333333333332,-1.25,0.1634794579664731,0.8391252738268208,0.54393820864604,0.5956255248897843,62.23967552827896,68.1539535488392,114.4241653536432,1.4178837925149848,0.4634278859762765,0.0095698687346009,0.5734609636106517,0.0,9.0,0.0,0.1368894443723568,0.1818181818181818,0.6363636363636365,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,3.0424047112737616,-0.0799397248697913,5.637969200314135,1.6567809332768073,36.0,0.0,0.14240471127376164
171,[H][B-](C)(F)CC,171,5.0,5.0,2.0,1.0,0.0,74.915,65.84299999999999,0.0,1.3294,24.60199999999999,32.0,0.1394358241334767,-0.5219456844504159,1.8,2.0,2.0,11.51388888888889,-1.2361111111111112,0.292242459411234,0.9379235337453138,0.3468421036245502,0.7893777237715475,70.83156564832065,161.20551535799376,204.2184755198995,1.706361705446381,0.4616807580817005,0.0111444342158242,0.6416667804093956,0.0,9.0,0.0,0.1394358241334767,0.2142857142857142,0.6428571428571427,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,2.844550523867869,-0.0792741933854171,5.4932223622986305,1.5740329933482073,75.0,0.0,0.055449476132130915
172,[H][B-](C)(O)F,172,4.0,4.0,3.0,0.0,1.0,62.86,57.82000000000001,20.23,-0.2015,16.3398,26.0,0.2548899892084701,-0.5825365212640303,2.0,2.0,2.0,10.63888888888889,-2.25,0.1716951098645529,0.841557206323671,0.5401680002413122,0.5831634102335067,58.944944596556894,63.63674799617325,109.1233552713676,1.3575804069884378,0.5225587852702771,0.009893357508857,0.4871406778384787,0.0,8.0,0.0,0.1494911948730597,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,3.1191530852281746,-0.0918615468750043,6.298731886618108,1.5093403878778169,63.0,0.0,0.21915308522817467
173,[H][B-](C)(F)C(C)CC,173,7.0,7.0,2.0,2.0,0.0,102.969,89.86499999999998,0.0,2.1096,33.835999999999984,44.0,0.1422430687793257,-0.5216591144357493,1.7142857142857142,2.142857142857143,2.142857142857143,12.178657407407409,-1.3125,0.207599608939534,0.9029273859378822,0.4297931313124754,0.7407874627704049,151.73168733637522,261.52333179579404,353.03423038201305,1.9289817597838304,0.47365099558976,0.0048822198960204,0.7135064283439153,0.0,9.0,0.0,0.1422430687793257,0.25,0.65,0.0,0.0,0.05,0.0,0.05,0.0,2.7493492491825204,-0.0753941004492099,5.348450301203792,1.8371585175349043,132.0,0.0,0.15065075081747947
174,[H][B-](C)(F)C1CCCC1,174,8.0,8.0,2.0,1.0,0.0,114.98000000000002,101.87599999999998,0.0,2.2537000000000003,36.339,48.0,0.1425081563468098,-0.5216482092072013,1.375,1.875,2.125,12.489907407407408,-1.2569444444444442,0.3239219832862594,0.9452840036740596,0.3262486052045902,0.9333009067691946,137.85937736998386,394.37496391856536,422.5592850689197,2.037645386977644,0.4824911436614308,0.0067699486576413,0.7885981452492926,0.0,9.0,0.0,0.1425081563468098,0.2857142857142857,0.6190476190476191,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,2.8583574832768264,-0.0736903827175928,4.848173638996515,1.7166547231050304,210.0,0.0,0.04164251672317354
175,[H][B-](F)(CC)CC,175,6.0,6.0,2.0,2.0,0.0,88.942,77.85399999999998,0.0,1.7195,29.218999999999983,38.0,0.1419814454346249,-0.5216717807658311,1.3333333333333333,1.6666666666666667,1.6666666666666667,11.944444444444445,-1.2222222222222223,0.1803900839891436,0.8372965486156805,0.5467490189074593,0.5591023179336617,157.41565478474226,160.97231897199066,287.91209374147195,1.8461856244334929,0.410186503992437,0.0035517580427321,0.637794786405999,0.0,9.0,0.0,0.1419814454346249,0.2352941176470588,0.6470588235294118,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,2.6579496795399526,-0.0771798661783766,5.092779779055391,1.5405398813904512,60.0,0.0,0.24205032046004726
176,[H][B-](O)(F)CC,176,5.0,5.0,3.0,1.0,1.0,76.887,69.83099999999999,20.23,0.1886,20.9568,32.0,0.2574641893469734,-0.5823889893960397,2.0,2.2,2.2,11.069444444444445,-2.236111111111111,0.2571257087760772,0.9242256191562116,0.3818468343397874,0.7376447078193357,70.04950460335137,135.32034760840304,183.449221791944,1.5901288790990171,0.4150947582768836,0.0105303343970264,0.5569466401801426,0.0,8.0,0.0,0.1494960048717441,0.1666666666666666,0.5833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,3.1885463142010626,-0.0916501890625045,5.670641942718212,1.3714909883295405,75.0,0.0,0.2885463142010627
177,[H][B-](F)(CC)C(C)CC,177,8.0,8.0,2.0,3.0,0.0,116.99599999999998,101.87599999999998,0.0,2.4997000000000007,38.453,50.0,0.1447878985591764,-0.5213849507134893,1.5,2.0,2.125,12.609212962962964,-1.2986111111111112,0.1688437578107651,0.8842586492756798,0.4669974744911908,0.8491010782982252,207.3689027846493,377.0409232979418,444.0471610913627,2.096488873162379,0.3102787741896117,0.0040946403578168,0.6431543972242324,0.0,9.0,0.0,0.1447878985591764,0.2608695652173913,0.652173913043478,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,2.7464704442844177,-0.0742239179335854,5.201982375311375,2.1682823676556273,144.0,0.0,0.15352955571558224
178,[H][B-](F)(CC)C1CCCC1,178,9.0,9.0,2.0,2.0,0.0,129.00699999999998,113.88699999999996,0.0,2.6438000000000006,40.95600000000001,54.0,0.1450529583909655,-0.5213740340307561,1.4444444444444444,2.0,2.4444444444444446,12.920462962962963,-1.2430555555555554,0.4308086172058717,0.9684661839947538,0.2491450390006582,0.8829378589723899,152.22690169622908,539.472490404731,610.9971216237096,2.246984049824013,0.2948570603606595,0.0058001433986635,0.6587782544478081,0.0,9.0,0.0,0.1450529583909655,0.2916666666666666,0.6249999999999999,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,2.7606486987183234,-0.0741599770339958,4.769377847375685,1.9693909810935266,222.0,0.0,0.1393513012816765
179,[H][B-](O)(O)F,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.733125060693073,-0.0820675907421116,6.12587304646798,1.7063039642450304,36.0,0.0,0.8331250606930731
180,[H][B-](O)(F)C(C)CC,180,7.0,7.0,3.0,2.0,1.0,104.941,93.85299999999998,20.23,0.9688,30.190799999999985,44.0,0.2603024827412941,-0.5822344979538187,1.8571428571428568,2.2857142857142856,2.2857142857142856,11.734212962962964,-2.3125,0.2948739514824373,0.9385076328054744,0.3452584874639071,0.7807896157436128,131.6359312053808,297.6899102433981,381.2677630963144,1.96523273434509,0.4343549622699472,0.0059314323117858,0.6424300032712985,0.0,8.0,0.0,0.1495009434286074,0.2222222222222222,0.6111111111111113,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,2.5791589576013814,-0.0873943790624995,5.463251206181168,1.7240074238852543,132.0,0.0,0.32084104239861855
181,[H][B-](O)(F)C1CCCC1,181,8.0,8.0,3.0,1.0,1.0,116.952,105.86399999999998,20.23,1.1129,32.69379999999999,48.0,0.2605708718924826,-0.5822286131093093,1.375,1.875,2.125,12.045462962962963,-2.256944444444444,0.3788431977765361,0.9593441620195888,0.2822388683348433,0.8158875760712412,132.4777289817418,382.96260830419584,469.3815907190093,2.0519181388279786,0.399347933606309,0.0061586772534701,0.6287097273134068,0.0,8.0,0.0,0.1495010275658067,0.2631578947368421,0.5789473684210527,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,2.92238883679166,-0.0859247282812439,4.936883429206306,1.8017538327545752,210.0,0.0,0.02238883679166026
182,[H][B-](F)(C(C)CC)C(C)CC,182,10.0,10.0,2.0,4.0,0.0,145.04999999999998,125.89799999999995,0.0,3.2799000000000014,47.687000000000026,62.0,0.1475935244326135,-0.521097846875939,1.1,1.4,1.6,13.27398148148148,-1.375,0.2066591583209318,0.9018653610980544,0.4320172108278516,0.9326745695186768,281.1923907197191,607.0614442972881,650.8823807757221,2.303375081465828,0.4626672786802199,0.0033168556486591,0.8631683967108771,0.0,9.0,0.0,0.1475935244326135,0.2758620689655173,0.6551724137931034,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,2.6030653585413943,-0.0704136932031083,4.891082180902737,1.976811526176833,201.0,0.0,0.2969346414586056
183,[H][B-](F)(C(C)CC)C1CCCC1,183,11.0,11.0,2.0,3.0,0.0,157.06099999999995,137.90899999999996,0.0,3.424000000000002,50.19000000000004,66.0,0.1478585539632572,-0.5210869178283136,1.4545454545454546,2.0,2.4545454545454546,13.58523148148148,-1.3194444444444442,0.3805172449420126,0.9585065194289282,0.2850706091694506,0.9349168936048008,237.12136552610863,777.6626678944044,831.7987119645851,2.424572693293465,0.4257911869166389,0.003942777959002,0.8599512827079915,0.0,9.0,0.0,0.1478585539632572,0.3,0.6333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,2.674013151230397,-0.0720512007135327,4.798140535139839,2.8569210756949897,279.0,0.0,0.22598684876960284
184,[H][B-](F)(C1CCCC1)C1CCCC1,184,12.0,12.0,2.0,2.0,0.0,169.07199999999995,149.91999999999996,0.0,3.568100000000002,52.69300000000005,70.0,0.1481235809782554,-0.5210759879033333,0.75,1.0833333333333333,1.4166666666666667,13.89648148148148,-1.2638888888888884,0.4806464974763701,0.975159982689592,0.2215017114173937,0.9279827553642834,235.2064799290707,985.3989656667422,1061.8720660169165,2.5980793482113507,0.3439827604372942,0.0039453962137613,0.8466611718902038,0.0,9.0,0.0,0.1481235809782554,0.3225806451612902,0.6129032258064513,0.0,0.0,0.032258064516129,0.0,0.032258064516129,0.0,2.6248237459035693,-0.0704503932031101,4.078444418550695,1.8116384539306147,330.0,0.0,0.27517625409643065
185,C[B-](C)(C)F,185,5.0,5.0,2.0,0.0,0.0,74.915,65.843,0.0,1.7908,24.45399999999999,32.0,0.1480679003560931,-0.5180939593696676,1.2,1.2,1.2,11.75,-1.5,0.0019108552108742,0.3655367833593532,0.9307968951448524,0.946353503361998,114.17601353437666,116.0842617457906,122.66479844306784,1.53476493162187,0.4835940427184438,0.0082885491800523,0.5999922559239478,0.0,9.0,0.0,0.1480679003560931,0.2142857142857142,0.6428571428571427,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.0,2.805428006917469,-0.0761029738281124,4.5800899207499,1.0,60.0,0.0,0.09457199308253106
186,CC[B-](C)(C)F,186,6.0,6.0,2.0,1.0,0.0,88.942,77.854,0.0,2.1809000000000003,29.070999999999984,38.0,0.1506045506551064,-0.5178196069754728,1.5,1.6666666666666667,1.6666666666666667,12.180555555555555,-1.4861111111111112,0.1023728103007483,0.8135304032769461,0.5815223838718931,0.9830882000028508,121.60378932006282,205.5763521263219,209.11282642363705,1.736331354736544,0.5319547260599227,0.0080843549818612,0.6884294708930506,0.0,9.0,0.0,0.1506045506551064,0.2352941176470588,0.6470588235294118,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,2.674410212129112,-0.0766435633242158,4.407987353019889,1.1367195693635004,72.0,0.0,0.2255897878708879
187,C[B-](C)(O)F,187,5.0,5.0,3.0,0.0,1.0,76.88700000000001,69.831,20.23,0.6499999999999999,20.808799999999994,32.0,0.2664114435600569,-0.5802231535152536,1.6,1.6,1.6,11.305555555555555,-2.5,0.0015001603518921,0.3410977002696979,0.940027850050584,0.9930110951469828,110.06154575686874,116.26499797821612,117.08328189526108,1.494393269079482,0.4761077542531605,0.0090223255390269,0.5777073609044421,0.0,8.0,0.0,0.1496972396704393,0.1666666666666666,0.5833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,3.155501674872186,-0.0888896253906266,4.654305305365287,1.1892619847550463,60.0,0.0,0.2555016748721859
188,CCC(C)[B-](C)(C)F,188,8.0,8.0,2.0,2.0,0.0,116.996,101.876,0.0,2.961100000000001,38.305,50.0,0.1534017341342592,-0.5175322889368953,1.5,1.875,1.875,12.845324074074076,-1.5625,0.2079817550934641,0.9054550894166096,0.4244420820907834,0.8747129676097934,179.18438008501772,369.272764098738,422.16450169682327,2.036687891388329,0.3115785124230807,0.0048816362631316,0.6538066047236957,0.0,9.0,0.0,0.1534017341342592,0.2608695652173913,0.652173913043478,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,2.7384851777163,-0.0743963118398323,4.827719093541971,1.8387913998086134,129.0,0.0,0.16151482228369973
189,C[B-](C)(F)C1CCCC1,189,9.0,9.0,2.0,1.0,0.0,129.007,113.887,0.0,3.1052000000000017,40.80800000000001,54.0,0.1536665801428176,-0.5175213323609742,1.2222222222222223,1.6666666666666667,1.8888888888888888,13.156574074074074,-1.5069444444444442,0.2677489164660989,0.9292758251402784,0.3693865736729673,0.9009593518030552,185.0628345781668,451.3810283532328,501.0004363125833,2.099633209763119,0.3345323828699342,0.0048683970169197,0.6531319206027686,0.0,9.0,0.0,0.1536665801428176,0.2916666666666666,0.6249999999999999,0.0,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,2.660490404430169,-0.0725438968493433,3.9885491610717114,1.6288203532448715,207.0,0.0,0.23950959556983076
190,CC[B-](C)(F)CC,190,7.0,7.0,2.0,2.0,0.0,102.969,89.865,0.0,2.5710000000000006,33.68799999999999,44.0,0.1531404399377355,-0.5175450087450991,1.2857142857142858,1.5714285714285714,1.5714285714285714,12.61111111111111,-1.4722222222222223,0.2353719957414571,0.9122361305335576,0.4096647924207811,0.9759817477682832,130.65259234717948,311.26557075103136,318.92560640891395,1.9221155798343807,0.3718714427258755,0.0074700526811962,0.683373081754142,0.0,9.0,0.0,0.1531404399377355,0.25,0.65,0.0,0.0,0.05,0.0,0.05,0.0,2.743597365135187,-0.074724019652334,4.6263928172933095,1.5922073765859954,84.0,0.0,0.1564026348648131
191,CC[B-](C)(O)F,191,6.0,6.0,3.0,1.0,1.0,90.914,81.842,20.23,1.0400999999999998,25.425799999999988,38.0,0.2689756154049993,-0.5800752368000122,1.8333333333333333,2.0,2.0,11.73611111111111,-2.486111111111111,0.1143580092319533,0.8299489286666478,0.5578393817265715,0.9680696338930802,115.74678347319738,200.86596603199715,207.49123719976333,1.6977680278525522,0.5103561596041088,0.0083636849754641,0.7280997490524946,0.0,8.0,0.0,0.1497020687787534,0.2,0.6,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,2.5372134759846667,-0.0882288976822956,4.8818868736433885,1.6385028313567,120.0,0.0,0.3627865240153332
192,CCC(C)[B-](C)(F)CC,192,9.0,9.0,2.0,3.0,0.0,131.023,113.887,0.0,3.351200000000002,42.92200000000002,56.0,0.1559368291220661,-0.5172574321299721,1.4444444444444444,1.8888888888888888,2.0,13.27587962962963,-1.5486111111111112,0.1017841643639062,0.8262221750465536,0.5633444039496107,0.8673594088789791,269.69481722045964,415.2385922395455,478.7387880835024,2.107300944163281,0.449486243884669,0.003216077408599,0.8398013016339777,0.0,9.0,0.0,0.1559368291220661,0.2692307692307693,0.6538461538461536,0.0,0.0,0.0384615384615384,0.0,0.0384615384615384,0.0,2.568320007153789,-0.072336131362205,5.01183505921502,2.207926262181248,189.0,0.0,0.33167999284621086
193,CC[B-](C)(F)C1CCCC1,193,10.0,10.0,2.0,2.0,0.0,143.03399999999996,125.89799999999998,0.0,3.495300000000002,45.42500000000002,60.0,0.1562016471786609,-0.5172464641421674,1.4,1.9,2.3,13.58712962962963,-1.4930555555555554,0.1677149254352315,0.8792867302398276,0.4762928154236138,0.9314614718881152,276.0154503108543,539.7892835770515,579.5079022247412,2.2085189182569014,0.5476882650043243,0.0033746714933496,0.9552787002456092,0.0,9.0,0.0,0.1562016471786609,0.2962962962962963,0.6296296296296295,0.0,0.0,0.037037037037037,0.0,0.037037037037037,0.0,2.695651723028995,-0.071432034229156,4.410910899133333,2.1110899653762996,267.0,0.0,0.20434827697100477
194,C[B-](O)(O)F,194,5.0,5.0,4.0,0.0,2.0,78.85900000000001,73.819,40.46,-0.4908,17.163600000000002,32.0,0.4036250762175815,-0.5564955113268717,1.6,1.6,1.6,10.86111111111111,-3.5,0.0025157818017687,0.391494238924765,0.92018055885175,0.9829484097103478,102.91501827461173,109.93511281587382,111.84220019061748,1.4348132715234905,0.6724416810799042,0.0095510686991038,0.6143144203128104,0.0,8.0,0.0,0.1515506097728129,0.1,0.5,0.2,0.0,0.1,0.0,0.1,0.0,3.5399418181112687,-0.0970945437499965,4.728520689980671,1.264200582364181,60.0,0.0,0.6399418181112688
195,CCC(C)[B-](C)(O)F,195,8.0,8.0,3.0,2.0,1.0,118.968,105.864,20.23,1.8203,34.65979999999999,50.0,0.2718035511336298,-0.5799203319665588,1.75,2.125,2.125,12.40087962962963,-2.5625,0.1106910315660999,0.8322326805020661,0.5544265194814784,0.7661785874143426,209.13743526399983,289.0132760530459,377.213982223638,1.9180699212670864,0.31517774612425,0.0036635171816426,0.5708626064246008,0.0,8.0,0.0,0.1497070270660676,0.238095238095238,0.6190476190476191,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,2.7329815630261924,-0.0836491924804632,5.110598488671699,1.8947387547294636,177.0,0.0,0.16701843697380747
196,C[B-](O)(F)C1CCCC1,196,9.0,9.0,3.0,1.0,1.0,130.97899999999998,117.875,20.23,1.9644,37.1628,54.0,0.2720717058857296,-0.5799144190394389,1.4444444444444444,1.8888888888888888,2.111111111111111,12.71212962962963,-2.506944444444444,0.2730436286834528,0.9313361686447126,0.3641605977782161,0.8935949057347848,182.07754862715583,446.7907041414596,499.9924476674056,2.075890034310744,0.3959696250012193,0.0049077709606285,0.6917785648806279,0.0,8.0,0.0,0.1497071116866114,0.2727272727272727,0.5909090909090909,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0,2.802327619758637,-0.0825050589050991,4.436283001221838,1.8049132254010383,255.0,0.0,0.09767238024136304
197,CCC(C)[B-](C)(F)C(C)CC,197,11.0,11.0,2.0,4.0,0.0,159.07699999999997,137.909,0.0,4.131400000000003,52.15600000000004,68.0,0.1587323880389888,-0.5169695832456312,1.0909090909090908,1.3636363636363635,1.5454545454545454,13.94064814814815,-1.625,0.2440365143957347,0.9212726597149414,0.3889173259984153,0.8753488042215097,320.83479094222565,722.1132406044559,824.9434249775052,2.423020697790992,0.386128869776562,0.0027283475138428,0.8851786945710493,0.0,9.0,0.0,0.1587323880389888,0.28125,0.65625,0.0,0.0,0.03125,0.0,0.03125,0.0,2.907884240491444,-0.0682169218749875,4.857609253088557,1.8765365040213005,246.0,0.0,0.007884240491443872
198,CCC(C)[B-](C)(F)C1CCCC1,198,12.0,12.0,2.0,3.0,0.0,171.08799999999994,149.92,0.0,4.275500000000004,54.65900000000005,72.0,0.1589971755521224,-0.5169586029363168,1.4166666666666667,1.9166666666666667,2.333333333333333,14.251898148148149,-1.5694444444444442,0.221363781215844,0.910915040644744,0.4125939756312304,0.8973884492536076,355.8233343628891,773.9127788854495,862.4055497138863,2.4128778494318417,0.4328112308269445,0.0025220056207398,0.8639405868170349,0.0,9.0,0.0,0.1589971755521224,0.303030303030303,0.636363636363636,0.0,0.0,0.0303030303030303,0.0,0.0303030303030303,0.0,2.777839870981629,-0.0675734162499984,4.592483010250447,2.3738929968762825,324.0,0.0,0.1221601290183707
199,C[B-](F)(C1CCCC1)C1CCCC1,199,13.0,13.0,2.0,2.0,0.0,183.099,161.93099999999995,0.0,4.419600000000004,57.16200000000005,76.0,0.1592619605231575,-0.5169476217503188,0.8461538461538461,1.1538461538461535,1.4615384615384617,14.563148148148148,-1.5138888888888884,0.3923265898231766,0.9606304567044586,0.2778293102820204,0.9437565082403572,321.7385558967096,1092.9115282010753,1158.0439643683294,2.650550523126829,0.3608442296455061,0.0029333024934174,0.8796666929241299,0.0,9.0,0.0,0.1592619605231574,0.3235294117647059,0.6176470588235294,0.0,0.0,0.0294117647058823,0.0,0.0294117647058823,0.0,2.5562669639232523,-0.0669842828124942,3.7454622032312797,1.5871918818081614,354.0,0.0,0.34373303607674766
200,CC[B-](F)(CC)CC,200,8.0,8.0,2.0,3.0,0.0,116.996,101.87599999999998,0.0,2.961100000000001,38.305,50.0,0.1556755686258278,-0.5172701647822722,1.0,1.25,1.25,13.041666666666668,-1.4583333333333337,0.1234030854715797,0.8440889544084644,0.5362031676945085,0.7523417571820313,227.2063465702359,318.7911454468484,423.7318245379751,2.0357514738704405,0.3806532680454484,0.0033112708713418,0.7705511950528101,0.0,9.0,0.0,0.1556755686258278,0.2608695652173913,0.652173913043478,0.0,0.0,0.0434782608695652,0.0,0.0434782608695652,0.0,2.5073297466911586,-0.0729232197656082,4.522176022622612,1.3203976393764254,96.0,0.0,0.3926702533088413
201,CC[B-](O)(F)CC,201,7.0,7.0,3.0,2.0,1.0,104.941,93.853,20.23,1.4302,30.042799999999986,44.0,0.2715390839581567,-0.5799271935778786,1.4285714285714286,1.7142857142857142,1.7142857142857142,12.166666666666668,-2.4722222222222223,0.1507722581076874,0.8708831572070304,0.4914901082352672,0.8802596643782148,148.17339290384038,265.3788121507441,301.47787396142775,1.8457571471462009,0.3854013883128488,0.0059407404199043,0.6417709577074302,0.0,8.0,0.0,0.1497069022143201,0.2222222222222222,0.6111111111111113,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,2.443987698321445,-0.0846975973918245,4.670048925890595,1.4669494507307967,84.0,0.0,0.4560123016785549
202,CCC(C)[B-](F)(CC)CC,202,10.0,10.0,2.0,4.0,0.0,145.04999999999998,125.89799999999998,0.0,3.7413000000000025,47.53900000000003,62.0,0.1584711639601411,-0.5169823296986553,1.2,1.6,1.7,13.706435185185184,-1.5347222222222223,0.1054761790299822,0.8293499041848411,0.5587295736119531,0.8881878073606971,344.7267437761873,547.9969293800316,616.9831704945793,2.28124771858965,0.5214729653530389,0.0025764981203122,0.9529649493475127,0.0,9.0,0.0,0.1584711639601411,0.2758620689655173,0.6551724137931034,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,2.600482450182638,-0.0700450968749889,4.728678899133334,1.9419431801814626,153.0,0.0,0.2995175498173621
203,CC[B-](F)(CC)C1CCCC1,203,11.0,11.0,2.0,3.0,0.0,157.06099999999995,137.90899999999996,0.0,3.8854000000000015,50.04200000000004,66.0,0.158735954086123,-0.5169713503026132,1.181818181818182,1.6363636363636365,2.0,14.017685185185185,-1.4791666666666663,0.1611809894152125,0.8697954083052372,0.4934125532362606,0.7029618269507368,381.8482534302283,544.0168558515201,773.892457590936,2.3261853412961293,0.301880142888083,0.0018409455081589,0.7058794249371189,0.0,9.0,0.0,0.158735954086123,0.3,0.6333333333333333,0.0,0.0,0.0333333333333333,0.0,0.0333333333333333,0.0,2.647406272732528,-0.0701546740624881,4.00378033629723,1.786852023189821,231.0,0.0,0.2525937272674721
204,CC[B-](O)(O)F,204,6.0,6.0,4.0,1.0,2.0,92.886,85.83,40.46,-0.1007,21.7806,38.0,0.4063649426569833,-0.5563336136191964,1.6666666666666667,1.8333333333333333,1.8333333333333333,11.291666666666668,-3.4861111111111107,0.1156379313801231,0.8275048529294976,0.5614585633669955,0.99061059456718,111.33294513778478,196.43051539988195,198.29236278833343,1.6504755117234506,0.553431702030567,0.0088977309756892,0.6538462735095627,0.0,8.0,0.0,0.1515558598586968,0.1538461538461538,0.5384615384615385,0.1538461538461538,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,3.518249053132777,-0.0970299432291633,4.522164867812789,1.1690480549823816,72.0,0.0,0.6182490531327769
205,CCC(C)[B-](O)(F)CC,205,9.0,9.0,3.0,3.0,1.0,132.995,117.875,20.23,2.2104,39.2768,56.0,0.2743662861079478,-0.5797721556434714,1.5555555555555556,2.0,2.111111111111111,12.831435185185184,-2.548611111111111,0.1741269439628961,0.8877097815471784,0.4604034575733122,0.8357063697889395,233.5173234369847,423.8715227747332,507.2014981551276,2.0924444527842767,0.4291404783631104,0.0035787767583523,0.7859801483468144,0.0,8.0,0.0,0.1497118649516753,0.2499999999999999,0.6249999999999999,0.0416666666666666,0.0,0.0416666666666666,0.0,0.0416666666666666,0.0,2.6033070234440485,-0.0814740047892891,5.045569324949284,2.23386527568678,189.0,0.0,0.2966929765559514
206,CC[B-](O)(F)C1CCCC1,206,10.0,10.0,3.0,2.0,1.0,145.00599999999997,129.886,20.23,2.3545000000000007,41.779800000000016,60.0,0.2746344156474786,-0.5797662368066826,1.5,2.0,2.4,13.142685185185185,-2.493055555555556,0.3722554078790739,0.956975893438022,0.2901674333527103,0.9277423651272152,191.93706608227217,613.6737868384309,661.4700480496888,2.2491532480916776,0.3488617957985486,0.0048335758384967,0.7083098225208458,0.0,8.0,0.0,0.149711949660271,0.28,0.6,0.04,0.0,0.04,0.0,0.04,0.0,2.7097980252283813,-0.0807312000248827,4.438398078620514,1.9542526439054075,267.0,0.0,0.1902019747716186
