ranker_al,ranker_solv,sascore,scscore,SASA,R_nums,Unnamed: 0,smiles,idx,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,P_ratio,predict_al,predict_solv,spatial,capacity,score
0.18013277362237723,21.762682838778503,4.522239424025806,1.1837744355483646,286.47520752493944,2,646,CC[B-](C)(C)C,646,6.0,6.0,1.0,1.0,0.0,84.97899999999998,70.86699999999999,0.0,2.3445,33.826999999999984,38.0,-0.0088249357070012,-0.1904928666789219,1.1666666666666667,1.3333333333333333,1.3333333333333333,2.305555555555556,0.0138888888888888,0.1065292925937051,0.8187494921861338,0.5741509113856286,0.9820274818915656,122.22598314108328,209.05527112390368,212.8812838528966,1.7893426520524482,0.7207732723673579,0.0080345230748361,0.9061609810036664,0.0,6.0,0.0,-0.0187804275195156,0.25,0.7000000000000001,0.0,0.0,0.0,0.0,0.05,0.0,2.7198672263776227,-0.0689920796874985,72.0,315.4374087192786,-2.142824752838175
0.3459801683905681,22.31361931611377,5.01499281729331,1.0039340091777684,292.8409077752772,2,506,[H][B-](OC)(OC)OC,506,7.0,7.0,4.0,3.0,3.0,104.922,94.842,27.69,-0.3572000000000002,28.175999999999988,44.0,0.3636755079795093,-0.5494701198336228,0.8571428571428571,1.1428571428571428,1.1428571428571428,4.6875,-1.2083333333333337,0.1951787283819165,0.8670453861231971,0.498229162537156,0.5926349921247632,173.71803279180742,206.6346025817476,348.6709447258664,1.863899577146535,0.2152105194338466,0.0034114765324047,0.5403050624524047,0.0,8.0,0.5,-0.009435693194598,0.1764705882352941,0.5882352941176471,0.1764705882352941,0.0,0.0,0.0,0.0588235294117647,0.0,3.245980168390568,-0.0873397143749952,72.0,255.4807910214785,-2.1741193440428734
0.3007328014114412,5.766715094039797,2.552001096528569,1.7546698754996293,509.89606352849887,2,389,CC[B-](c1ccccc1)(c1ccccc1)c1ccccc1,389,21.0,21.0,1.0,4.0,0.0,271.192,251.03199999999995,0.0,3.176700000000002,94.46300000000004,104.0,0.081190418931134,-0.1999398070651339,0.5238095238095238,0.8095238095238095,1.0476190476190477,2.298611111111111,-0.8977777777777782,0.0866418970762418,0.7687399844814007,0.6395614405665306,0.6811462737792923,1446.202617538769,1540.2359516761994,2261.24110336875,3.1105001293199823,0.5665312825848715,0.0004709895180099,1.237025637279258,0.9,6.0,0.6666666666666666,-0.0968711185981094,0.4878048780487806,0.4878048780487806,0.0,0.0,0.0,0.0,0.024390243902439,0.0,3.200732801411441,-0.0583418984374945,237.0,98.84345982018492,-2.2298015357172734
0.1092970376752116,4.8156646369657805,2.789567880055742,2.3698924642095136,551.1101378968042,2,392,c1ccc([B-](c2ccccc2)(c2ccccc2)C2CCCC2)cc1,392,24.0,24.0,1.0,4.0,0.0,311.25700000000006,287.065,0.0,4.101000000000004,106.20000000000006,120.0,0.0842171104645208,-0.1996702547375037,0.5,0.8333333333333334,1.1666666666666667,2.3455555555555554,-0.9186111111111116,0.008086182257166,0.5123524712066454,0.8587752588707034,0.9069230462476436,2022.339346637024,2135.7231031671595,2354.911050064969,3.2345591250703283,0.8900908820634156,0.0004484524556948,1.678312900287766,0.782608695652174,6.0,0.6666666666666666,-0.0968617604752845,0.4791666666666664,0.4999999999999998,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,3.0092970376752115,-0.0559178609375026,372.0,86.12033000239542,-2.296756705633073
0.3238834492567979,18.62210345442905,4.738985124985617,1.1644850867978185,322.9434049481915,2,625,[H][B-](CC)(CC)CC,625,7.0,7.0,1.0,3.0,0.0,99.006,82.87799999999999,0.0,2.2732,38.592000000000006,44.0,-0.0170311017874594,-0.1840382294296416,0.8571428571428571,1.1428571428571428,1.1428571428571428,2.298611111111111,0.2916666666666667,0.1681648163603643,0.8666819397377808,0.4988611182807872,0.6611475713835131,204.00376807801143,270.36902832332294,408.9390024643824,2.112084359997352,0.3719021251054745,0.0032408596057436,0.7360515443397185,0.0,1.0,0.0,-0.0170311017874594,0.2608695652173913,0.6956521739130432,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,2.576116550743202,-0.0687805171874935,72.0,270.7467785341856,-2.4256888967162737
0.324137451450877,5.070967745664973,3.257034597902315,1.991950327437348,536.2172864251562,2,391,CCC(C)[B-](c1ccccc1)(c1ccccc1)c1ccccc1,391,23.0,23.0,1.0,5.0,0.0,299.24600000000004,275.054,0.0,3.9569000000000014,103.69700000000005,116.0,0.0839136351119666,-0.1996813471550447,0.6086956521739131,0.9130434782608696,1.173913043478261,2.395833333333333,-0.9741666666666672,0.0316981239664597,0.6529649499181247,0.7573881265100616,0.7927355291650617,1760.511757215727,1842.675070559324,2324.451223348217,3.14710812221286,0.7949337120470787,0.0004502869838363,1.5435652746531416,0.8181818181818182,6.0,0.6666666666666666,-0.0968619301182374,0.4680851063829784,0.5106382978723402,0.0,0.0,0.0,0.0,0.0212765957446808,0.0,2.575862548549123,-0.056610160937506,294.0,89.57698868340962,-2.5777474155103395
0.4845740800900309,4.888350335250659,3.6850289635791817,1.6512952597160682,526.984380054703,2,384,CCCC[B-](C1CCCC1)(C1CCCC1)C1CCCC1,384,20.0,20.0,1.0,6.0,0.0,275.309,239.021,0.0,7.067900000000007,92.12300000000008,116.0,0.0100439799065154,-0.1774414356671481,0.65,1.0,1.3,2.4154606009070294,-0.0226388888888888,0.0114371651631823,0.5435722399413021,0.8393623889388869,0.8777728178312536,1637.5676231557834,1712.5050704068858,1950.9661675762943,3.102810780411337,0.8033033062323186,0.0005360223330134,1.5386664967589472,0.0,6.0,0.25,-0.0851424922544457,0.3392857142857142,0.642857142857143,0.0,0.0,0.0,0.0,0.0178571428571428,0.0,2.415425919909969,-0.0502062656249853,537.0,97.36534423340893,-2.87671745279057
0.34196420460406385,4.683626371706615,3.0626162877843432,2.356839138564484,537.9724975360889,2,420,c1ccc([B-](c2ccccc2)(C2CCCC2)C2CCCC2)cc1,420,23.0,23.0,1.0,4.0,0.0,303.278,275.054,0.0,5.138000000000005,102.34200000000004,120.0,0.0605208246102256,-0.2041426417942628,0.5217391304347826,0.8695652173913043,1.2173913043478262,2.4341666666666666,-0.6216666666666668,0.0202809176404715,0.6240589414322218,0.781377269709386,0.9275740819084444,1732.4217455426376,2056.5603484954227,2217.138650817126,3.146745196207417,0.7670578015674953,0.0005354204796233,1.5725825973788476,0.5454545454545454,6.0,0.6666666666666666,-0.097185971906775,0.4313725490196076,0.5490196078431371,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,2.558035795395936,-0.0529905390624909,464.0,88.38608654619063,-2.899728230346799
0.41067354096496533,4.6301899028878415,3.3620680578816646,2.19856580555438,529.082258410153,2,504,c1ccc([B-](C2CCCC2)(C2CCCC2)C2CCCC2)cc1,504,22.0,22.0,1.0,4.0,0.0,295.2989999999999,263.04299999999995,0.0,6.175000000000007,98.48400000000008,120.0,0.0371554374528186,-0.2089036838298358,0.5454545454545454,0.9090909090909092,1.2727272727272727,2.522777777777778,-0.3247222222222223,0.020485874144263,0.626597725825772,0.7793428577910819,0.9158572542436284,1651.7138025791758,1941.037956406068,2119.3673439963054,3.1099445178845166,0.8277852331287433,0.0005544890723886,1.5158911841286662,0.2857142857142857,6.0,0.6666666666666666,-0.0975536361913261,0.3888888888888887,0.5925925925925921,0.0,0.0,0.0,0.0,0.0185185185185185,0.0,2.4893264590350346,-0.0510077265624699,556.0,90.77428489617512,-3.044576925158969
0.39851139264381796,5.00423991097045,4.410004406630202,2.0217083311888167,492.28457593110164,2,501,CCC(C)[B-](c1ccccc1)(C(C)CC)C(C)CC,501,19.0,19.0,1.0,7.0,0.0,259.266,227.01,0.0,5.7427000000000055,90.97500000000008,108.0,0.0361460873591615,-0.2089428559744107,0.7368421052631579,1.105263157894737,1.4210526315789471,2.4775,-0.4913888888888889,0.0415807670508217,0.7144591937023537,0.6996771116266294,0.9019199981382576,1185.5980471878763,1528.2972255965872,1694.4931133041698,2.9157624807269027,0.7866241720169687,0.000760729996374,1.465752411829606,0.3333333333333333,6.0,0.6666666666666666,-0.0975542608173409,0.3529411764705881,0.6274509803921569,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,2.501488607356182,-0.0484015062500269,370.0,103.39016899846312,-3.2504840051986608
