,y_train,y_train_pre,y_test,y_test_pre
0,3.570182916514091,3.5437078,3.8945492439276808,3.4168727
1,2.3263868160858103,3.5796325,2.366033947763205,3.4900997
2,4.325557375757446,3.476771,5.259284062291696,3.6725242
3,3.751444051406972,3.5444858,4.24804818572623,3.5038693
4,3.6151580566940873,3.5311542,4.419192090996866,3.5297196
5,3.840011988396071,3.5593908,2.6486932341833023,3.1121058
6,2.974401087731589,3.6402655,3.332912384825668,3.6363642
7,3.611974313105759,3.362004,4.967108920041767,4.1504254
8,3.5486123734297643,3.5300791,2.1283688495613027,3.5745454
9,4.120380067888078,3.6237214,3.909613521273106,3.3573306
10,2.9445963496916474,3.3789191,3.8942118215264734,3.6124308
11,2.607285519509206,3.599579,4.568670212985998,3.498764
12,4.1260917583051615,3.4908621,4.68723064724804,3.5958068
13,3.936071246826324,3.5844953,4.632981833446108,3.537699
14,3.981032781261437,3.5490577,4.299020736899369,3.5088208
15,4.836316923874218,3.6203039,2.765114845829024,3.4066217
16,2.00640697984228,3.6647065,3.674002890089349,3.3770666
17,2.577132474476018,3.6413498,3.6981449183829658,3.391936
18,3.430680524437529,3.197376,4.898644827177206,3.3495576
19,4.467533291701786,3.6812522,4.297570364824159,3.3461463
20,3.588577879458566,3.6530225,4.937799430996513,3.6894994
21,3.695603365807781,3.5527267,4.285741532883703,3.7565503
22,3.74435273876952,3.6044424,2.668285502408463,3.4906056
23,2.2806225428850406,3.5714316,4.261327389751177,3.240657
24,3.817437341555828,3.4881284,2.4829834621959788,3.4996696
25,3.667651729803459,3.586128,4.915706427426182,3.4769864
26,3.9925813349237873,3.7631085,3.773390112969676,3.4596336
27,2.4784010483490806,3.5343277,3.803978541743263,3.554447
28,3.4991038000720773,3.51665,3.3087458661959004,3.6248171
29,1.7049309524806455,3.4512012,2.322979938332422,3.9098244
30,2.609908706535136,3.5195615,3.2971102357879443,3.4563897
31,3.8354622283214286,3.4686134,3.8759828486270513,3.5599115
32,4.390135668752325,3.3716714,3.869541890451219,3.3847492
33,3.894029504586014,3.596637,3.790193204126175,3.2615602
34,4.20090429030509,3.6940176,2.6168557983092966,3.8615468
35,3.1729823319705663,3.4040265,3.968493729597335,3.8141334
36,3.985013821315922,3.5027404,4.018475782765627,3.4805062
