,y_train,y_train_pre,y_test,y_test_pre
0,3.570182916514091,3.5697331,3.8945492439276808,4.1158586
1,2.3263868160858103,2.326428,2.366033947763205,2.3157704
2,4.325557375757446,4.325146,5.259284062291696,3.7545924
3,3.751444051406972,3.7502007,4.24804818572623,3.9647174
4,3.6151580566940873,3.6149623,4.419192090996866,4.1098194
5,3.840011988396071,3.8399563,2.6486932341833023,2.576864
6,2.974401087731589,2.974454,3.332912384825668,3.241104
7,3.611974313105759,3.6117632,4.967108920041767,3.9785774
8,3.5486123734297643,3.548342,2.1283688495613027,2.4787655
9,4.120380067888078,4.120117,3.909613521273106,4.0409293
10,2.9445963496916474,2.945688,3.8942118215264734,3.4286695
11,2.607285519509206,2.6077042,4.568670212985998,4.3044467
12,4.1260917583051615,4.12569,4.68723064724804,4.3133993
13,3.936071246826324,3.9357803,4.632981833446108,4.6200075
14,3.981032781261437,3.9807403,4.299020736899369,4.1634808
15,4.836316923874218,4.836601,2.765114845829024,3.0354059
16,2.00640697984228,2.0074623,3.674002890089349,3.445679
17,2.577132474476018,2.5770185,3.6981449183829658,3.8370028
18,3.430680524437529,3.4322188,4.898644827177206,4.634401
19,4.467533291701786,4.4662,4.297570364824159,3.6507761
20,3.588577879458566,3.5891838,4.937799430996513,4.4341335
21,3.695603365807781,3.6955485,4.285741532883703,4.10719
22,3.74435273876952,3.7450647,2.668285502408463,2.8271856
23,2.2806225428850406,2.281727,4.261327389751177,4.1887116
24,3.817437341555828,3.8171268,2.4829834621959788,2.79719
25,3.667651729803459,3.6679873,4.915706427426182,4.522839
26,3.9925813349237873,3.992161,3.773390112969676,3.9082003
27,2.4784010483490806,2.4778967,3.803978541743263,3.704212
28,3.4991038000720773,3.4996116,3.3087458661959004,3.1490064
29,1.7049309524806455,1.7059321,2.322979938332422,3.449447
30,2.609908706535136,2.6104057,3.2971102357879443,3.9598188
31,3.8354622283214286,3.8356583,3.8759828486270513,3.9205248
32,4.390135668752325,4.3889766,3.869541890451219,3.9930224
33,3.894029504586014,3.8941424,3.790193204126175,3.8906887
34,4.20090429030509,4.2012835,2.6168557983092966,2.6234634
35,3.1729823319705663,3.1716015,3.968493729597335,4.036657
36,3.985013821315922,3.9849372,4.018475782765627,4.5404677
37,2.676350986163087,2.6764278,4.504856562678835,4.029106
38,3.5573282116398217,3.5580103,3.649515275951462,3.6731088
39,3.950648438616257,3.949506,4.113408485771581,3.7302163
40,2.160263429549902,2.1606586,3.0596492237113577,2.8371203
41,4.126723064722398,4.126318,2.933747131164768,2.883533
42,4.8314950489730375,4.831176,3.699619780794327,3.428785
43,3.372053382907826,3.3718586,4.375460515622425,4.1046743
44,3.5306582365143595,3.5310144,4.505493311394028,4.0779305
45,3.919423261130571,3.9192173,3.245226099913275,3.5351434
46,4.374687709489326,4.3741775,3.977206846663056,3.8926904
47,3.378151476394551,3.3781273,3.5766755765146816,3.5216398
48,3.833943827541905,3.8342464,4.401316867390964,4.3622994
49,3.679143139345031,3.678914,2.6693794040496805,2.7764926
50,4.20980244545793,4.211449,3.765068841273096,4.0317082
51,4.159891142147565,4.159568,4.334814722491709,3.8540328
52,3.958915287354953,3.9583755,2.8957354096497,2.7071867
53,4.119990943672553,4.1195717,3.712719389023922,4.0367727
54,2.6383474280980423,2.6374598,4.424087436906499,3.9498236
55,2.92533061926792,2.9256964,4.721745693112046,4.385513
56,4.418174381514627,4.4184723,4.037540148213017,4.0595007
57,4.597645000779796,4.597629,2.480986139293974,2.4094841
58,3.843070559153119,3.8430517,3.815333893870021,3.7509544
59,4.889422855362628,4.8893642,3.233952382235717,3.3739698
60,3.682177219775208,3.682901,3.217162896822557,3.6619637
61,2.9234856806761367,2.9243858,2.110812000312997,2.218049
62,2.159090614602276,2.1590037,4.824558841788598,4.8597245
63,4.871928592526869,4.8721704,2.802783702647252,2.7127135
64,3.800797519308552,3.8012087,3.566278068612396,3.5174978
65,3.087105610716351,3.0877657,4.232839687520606,4.2390637
66,2.923983650829084,2.9240668,2.827489008653792,3.2154386
67,3.777392922217523,3.77846,3.664748264499424,3.9403255
68,4.533259909311232,4.533839,3.7599013805276464,4.3099866
69,4.213043333160849,4.211492,3.60468163548578,3.2799556
70,4.2841006804141415,4.282068,4.377558521014921,4.1043386
71,2.508556814532793,2.507885,4.685957149814566,4.132195
72,4.316710922427433,4.3169336,2.080422215369864,2.248111
73,2.8338020728601925,2.8341856,2.0479942903024457,2.2244532
74,3.861321301237396,3.861332,3.604684356631664,4.1728487
75,3.118118538634431,3.1176844,3.909627127016444,3.949846
76,3.896388740219964,3.8956542,3.1570364025468884,3.1306674
77,2.901316484949921,2.9019399,4.817015818523069,4.1060796
78,4.292381134893082,4.2924294,3.2594958019368803,3.4447708
79,3.1202682458466584,3.1196613,3.083296003007192,2.6535592
80,3.4569423273061743,3.4581952,2.769071395556639,2.8253
81,3.789804079910648,3.78969,2.6935051054556225,2.7595398
82,4.675243988704048,4.6755924,3.925586662175725,4.011552
