,y_train,y_train_pre,y_test,y_test_pre
0,3.570182916514091,3.5657401798486075,3.8945492439276808,4.070972091986379
1,2.3263868160858103,2.5521354427406964,2.366033947763205,2.1789812737580116
2,4.325557375757446,4.056837175962678,5.259284062291696,3.6594067560786216
3,3.751444051406972,3.625126148797518,4.24804818572623,3.8948992751977207
4,3.6151580566940873,3.6406785417870773,4.419192090996866,3.9304224196591746
5,3.840011988396071,3.817105939622868,2.6486932341833023,2.550811316558075
6,2.974401087731589,2.914561939437022,3.332912384825668,2.9830290838756968
7,3.611974313105759,3.7318163013904617,4.967108920041767,3.981800299326656
8,3.5486123734297643,3.546920129997164,2.1283688495613027,2.5170762333454624
9,4.120380067888078,3.960568214911691,3.909613521273106,3.885463798636863
10,2.9445963496916474,2.8332643909505792,3.8942118215264734,2.6768448745910214
11,2.607285519509206,2.575862548549123,4.568670212985998,4.338067345151624
12,4.1260917583051615,4.0469935253422085,4.68723064724804,4.135866447179175
13,3.936071246826324,3.9821665426606088,4.632981833446108,4.644569112450662
14,3.981032781261437,3.957966465787379,4.299020736899369,4.0453493338021875
15,4.836316923874218,4.739872622946878,2.765114845829024,2.999235410187487
16,2.00640697984228,3.1145291058394653,3.674002890089349,3.324306753120846
17,2.577132474476018,2.4859260440084356,3.6981449183829658,3.6944981921358826
18,3.430680524437529,3.421819624516264,4.898644827177206,4.412117955608076
19,4.467533291701786,3.9805744264941914,4.297570364824159,3.964925691830729
20,3.588577879458566,3.5704395013179044,4.937799430996513,4.222729941053639
21,3.695603365807781,3.7320508904656524,4.285741532883703,4.023201756083692
22,3.74435273876952,3.7992922027051126,2.668285502408463,2.864625668376307
23,2.2806225428850406,2.280686288416923,4.261327389751177,4.243830065617406
24,3.817437341555828,3.8588538576788505,2.4829834621959788,2.6526399863540733
25,3.667651729803459,3.6725330963203766,4.915706427426182,4.449139179114143
26,3.9925813349237873,3.9591157452809838,3.773390112969676,3.8325683242428568
27,2.4784010483490806,2.624998341584544,3.803978541743263,3.6778001109015865
28,3.4991038000720773,3.6669432796042196,3.3087458661959004,3.4841439084585177
29,1.7049309524806455,1.8742977777963514,2.322979938332422,2.7989921225451346
30,2.609908706535136,2.6662736383730903,3.2971102357879443,4.091784721558804
31,3.8354622283214286,3.8532128335589233,3.8759828486270513,3.80887179408672
32,4.390135668752325,4.283454464368739,3.869541890451219,3.9463557136908998
33,3.894029504586014,3.844894047440078,3.790193204126175,3.8764337488206526
34,4.20090429030509,4.043240443818467,2.6168557983092966,2.7734234471831725
35,3.1729823319705663,2.962467542602104,3.968493729597335,4.282080190299425
36,3.985013821315922,3.8678307650867585,4.018475782765627,4.759061310858909
37,2.676350986163087,2.7878177267835773,4.504856562678835,4.183095621448352
38,3.5573282116398217,3.746697839546862,3.649515275951462,3.7703629413056765
39,3.950648438616257,3.9143580690304747,4.113408485771581,3.756933626679152
40,2.160263429549902,2.3808325824525074,3.0596492237113577,2.8723513912459717
41,4.126723064722398,3.9642804842680968,2.933747131164768,2.9273714805404554
42,4.8314950489730375,4.737546551310959,3.699619780794327,3.6374214996448284
43,3.372053382907826,3.466500296686565,4.375460515622425,3.907193862393977
44,3.5306582365143595,3.659806446040986,4.505493311394028,3.6842616814487674
45,3.919423261130571,3.8050861005287775,3.245226099913275,3.530414309614553
46,4.374687709489326,3.9867926586822557,3.977206846663056,3.8799839595364443
47,3.378151476394551,3.664668085104719,3.5766755765146816,3.0711081495499806
48,3.833943827541905,3.852649921665535,4.401316867390964,4.061936490494422
49,3.679143139345031,3.6315483124525842,2.6693794040496805,2.849391829469773
50,4.20980244545793,4.316755141083807,3.765068841273096,4.157519547966009
51,4.159891142147565,4.187988966989518,4.334814722491709,3.8865668657103924
52,3.958915287354953,3.913619514778217,2.8957354096497,2.7122100761777883
53,4.119990943672553,3.9658679450990046,3.712719389023922,3.7936726176805857
54,2.6383474280980423,2.530519373057011,4.424087436906499,3.954447944064731
55,2.92533061926792,2.8338178773878164,4.721745693112046,4.293613742213215
56,4.418174381514627,4.372240700627031,4.037540148213017,3.934104942536636
57,4.597645000779796,4.588068769466259,2.480986139293974,2.2818116507033297
58,3.843070559153119,3.7084769692695474,3.815333893870021,3.8083162608304173
59,4.889422855362628,4.762112908675611,3.233952382235717,3.5347451532686134
