index,smiles,al,solv,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxEStateIndex,MinEStateIndex,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,InertialShapeFactor,PBF,FractionCSP2,NegativecenterType,EDGRatioNegCenter,EWGRatioNegCenter,C_ratio,H_ratio,O_ratio,N_ratio,F_ratio,S_ratio,B_ratio,P_ratio,idx
137,CO[BH-](OC)OC,3.853706738979977,-0.0940425000000004,7.0,7.0,4.0,3.0,3.0,104.922,94.84199999999998,27.69,-0.3572000000000002,28.175999999999988,44.0,0.3636755079795093,-0.5494701198336228,0.8571428571428571,1.1428571428571428,1.1428571428571428,4.6875,-1.2083333333333335,0.2035782319393369,0.8514922978427741,0.5243671106337928,0.5432894704035695,184.26632905262642,190.9157807460697,351.4071064257007,1.8607849975215782,0.22242824985683968,0.002948392542450911,0.507253140655247,0.0,8.0,0.5,-0.009435693194598005,0.1764705882352941,0.5882352941176471,0.1764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,10
146,CCO[B-](OCC)(OCC)OCC,4.20090429030509,-0.0881351000000449,13.0,13.0,5.0,8.0,4.0,191.05599999999995,170.89599999999996,36.92,1.568,52.258000000000045,80.0,0.5308002537429488,-0.51862559458561,0.6153846153846154,0.8461538461538461,1.0,5.346666666666667,-1.9722222222222219,0.01033378882455222,0.5325594723445123,0.8463925852795112,0.9770300929262061,763.1247876077914,880.9102243074441,901.62036019701,2.5810978328651486,0.864220369725503,0.0012803018704043872,1.4186472273346025,0.0,8.0,0.5,0.0017294474840967612,0.24242424242424243,0.6060606060606057,0.12121212121212122,0.0,0.0,0.0,0.030303030303030304,0.0,11
149,F[B-](F)(F)CCc1ccccc1,3.775496281810648,-0.0845381000000315,12.0,12.0,4.0,3.0,0.0,172.96600000000004,163.89399999999998,0.0,3.076500000000001,44.03100000000003,66.0,0.4781581016258981,-0.44885095707578926,1.0,1.5833333333333333,2.0833333333333335,11.803786848072562,-4.628185941043084,0.38599184600632186,0.9595737279573332,0.2814573868529052,0.9364848020895782,268.59173067069923,893.6772864714412,954.2891507447632,2.4735445423438933,0.3156050778199806,0.003486647931234093,0.7033173083031893,0.75,9.0,0.0,0.4781581016258981,0.38095238095238093,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,12
155,F[B-](F)(F)c1ccsc1,4.198751861948525,-0.0810403000000405,9.0,9.0,5.0,1.0,1.0,150.941,147.917,0.0,1.8025,33.031,50.0,0.5099450544706206,-0.44484085555292047,1.3333333333333333,2.0,2.2222222222222223,11.69037037037037,-4.753472222222221,0.3948130462463079,0.9622242968109894,0.2722579707310637,0.8876699555973859,180.70996303585417,589.1868085011756,663.745353535891,2.17922346947624,0.14667590635118324,0.00491212515726798,0.2279884271799398,1.0,9.0,0.0,0.5099450544706206,0.3333333333333333,0.25,0.0,0.0,0.25,0.08333333333333333,0.08333333333333333,0.0,13
160,CC(C)C(C)[BH-](C(C)C(C)C)C(C)C(C)C,1.9811111846392349,-0.0491328999999041,16.0,16.0,1.0,6.0,0.0,225.24899999999997,190.97699999999995,0.0,5.351800000000005,79.93500000000007,98.0,-0.0066947308755856225,-0.16941920995656198,0.4375,0.625,0.75,2.488518518518519,-0.0694444444444442,0.06569457835446021,0.7326074998192448,0.6806513433532584,0.7088475642492481,1077.4366042489066,1122.069793900984,1582.9493539833013,2.89761375454159,0.5854160975521472,0.0006579018769678741,1.2086310529189122,0.0,1.0,0.0,-0.0066947308755856225,0.3,0.6800000000000003,0.0,0.0,0.0,0.0,0.02,0.0,14
163,CC(=O)O[BH-](OC(C)=O)OC(C)=O,5.259284062291696,-0.0935927000000447,13.0,13.0,7.0,3.0,6.0,188.95199999999997,178.87199999999999,78.9,-0.6071000000000002,42.44700000000002,74.0,0.5412178643705444,-0.6254662342439178,0.7692307692307693,1.0,1.1538461538461537,10.433155706727135,-2.409722222222222,0.153427245193865,0.8617597570145841,0.5073165887196722,0.6931094299169936,582.1446274711385,795.341488623621,1147.4977172347383,2.584869109274823,0.22658984891377557,0.0011906138049025566,0.6948708060278285,0.5,8.0,0.5,0.25909604802950753,0.2608695652173913,0.4347826086956521,0.2608695652173913,0.0,0.0,0.0,0.043478260869565216,0.0,15
165,CC[BH-](CC)CC,3.083296003007192,-0.0680578000000196,7.0,7.0,1.0,3.0,0.0,99.006,82.87799999999999,0.0,2.2732,38.592000000000006,44.0,-0.017031101787459403,-0.18403822942964163,0.8571428571428571,1.1428571428571428,1.1428571428571428,2.298611111111111,0.29166666666666674,0.17600799359433272,0.868216278520174,0.4961859467100811,0.643144893526353,207.2450727905483,268.6263308291928,417.6762243361974,2.124286543137295,0.33479238176339166,0.0031033060755868763,0.721473771589951,0.0,1.0,0.0,-0.017031101787459403,0.2608695652173913,0.6956521739130432,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,16
167,C[B-](F)(F)F,3.9402373249741145,-0.0869147000000225,5.0,5.0,4.0,0.0,0.0,82.84100000000001,79.81700000000001,0.0,1.4636,14.942000000000002,32.0,0.4748206880422694,-0.44902259991882415,1.2,1.2,1.2,10.416666666666666,-4.5,0.001102391451694321,0.32948507754928336,0.9441607827443071,0.975322732567529,106.36238636616667,109.87286827517669,112.65283234600436,1.4089202369742146,0.6605679386857966,0.00916980866910837,0.5710302777413906,0.0,9.0,0.0,0.4748206880422694,0.125,0.375,0.0,0.0,0.375,0.0,0.125,0.0,17
176,F[B-](F)(F)C=Cc1ccccc1,4.03716190858721,-0.0821259999999028,12.0,12.0,4.0,2.0,0.0,170.95000000000002,163.89399999999998,0.0,3.086400000000001,44.55400000000002,64.0,0.5020641660656454,-0.445216665474315,1.0,1.5833333333333333,2.0833333333333335,11.716981292517007,-4.808741496598639,0.6404373790251212,0.990248446399607,0.1393126498318258,0.9326923971848082,199.8678203387016,1338.1067454882323,1434.6710121440963,2.9486417860573146,0.04903618971062738,0.004666546098337599,0.14203886636239405,1.0,9.0,0.0,0.5020641660656454,0.42105263157894735,0.3684210526315789,0.0,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,18
189,F[B-](F)(F)c1ccco1,3.92785065761714,-0.0838125999999874,9.0,9.0,5.0,1.0,1.0,134.873,131.849,13.14,1.334,27.419999999999998,50.0,0.5438930384511479,-0.5010620361329333,1.3333333333333333,2.0,2.2222222222222223,11.589953703703703,-4.930555555555555,0.31347234354102155,0.9436971541222581,0.33081064266669413,0.8920183509685589,161.36534959029996,435.1155449071539,487.7876609093331,2.004891732076872,0.1482133368194545,0.005527942357100562,0.22523452058842244,1.0,8.0,1.0,0.047447681697067534,0.3333333333333333,0.25,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333,0.0,19
221,CCCC[B-](c1ccccc1)(c1ccccc1)c1ccccc1,3.4190993169936426,-0.0579692000000022,23.0,23.0,1.0,6.0,0.0,299.24600000000004,275.054,0.0,3.9569000000000027,103.69700000000005,116.0,0.08143902102180056,-0.19992984843828332,0.5652173913043478,0.9130434782608695,1.2173913043478262,2.30125,-0.9134722222222227,0.007000874908942438,0.4977253231539447,0.8673347120295032,0.9149874617379512,2020.5922733217544,2131.6068292111654,2329.6568732891,3.2909441625343274,0.9107187807529332,0.000452831317737228,1.6345632212985888,0.8181818181818182,6.0,0.6666666666666666,-0.09687095854392595,0.46808510638297846,0.5106382978723402,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,20
245,C[B-](C)(C)C,2.8536991097057967,-0.0687660000000107,5.0,5.0,1.0,0.0,0.0,70.952,58.855999999999995,0.0,1.9544,29.209999999999983,32.0,-0.011587481290235334,-0.19073485800878875,0.8,0.8,0.8,2.25,0.0,0.00118037318433042,0.3350402485026263,0.942203816529788,0.9719802578729181,117.28013397423258,120.98653482798859,124.47427182600968,1.598825140497428,0.917564106810087,0.00828768031665508,0.9500122822796511,0.0,6.0,0.0,-0.018789423889550804,0.23529411764705882,0.7058823529411765,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,21
311,C=C[B-](F)(F)F,4.504856562678835,-0.0841942000000131,6.0,6.0,4.0,1.0,0.0,94.852,91.828,0.0,1.559,19.274999999999995,36.0,0.5014715614377688,-0.4452291903418627,1.3333333333333333,1.5,1.5,10.729166666666666,-4.722222222222222,0.09610669407143453,0.8065056953040443,0.5912263216756679,0.9780470008245774,111.38036253625229,184.25301028646496,188.38870742522997,1.5973288760521012,0.29621633776242,0.008781143987623858,0.30201428585136203,1.0,9.0,0.0,0.5014715614377688,0.2222222222222222,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,22
325,CC[B-](CC)(CC)c1ccccc1,2.9445963496916474,-0.0580846000000292,13.0,13.0,1.0,4.0,0.0,175.104,154.94399999999996,0.0,3.4021000000000026,63.27300000000005,72.0,0.02692299558974686,-0.2097499834484615,0.8461538461538461,1.3076923076923077,1.6923076923076923,2.3194444444444446,-0.26222222222222236,0.18913955522556294,0.8964127020300537,0.4432203375739634,0.8390882293060019,443.30294598273167,839.2446204676046,1000.1863822612934,2.5530811403720954,0.47996760047920867,0.0018928099551557855,1.0024524377806763,0.5,6.0,0.6666666666666666,-0.09758193144289247,0.36363636363636354,0.6060606060606057,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,23
357,F[B-](F)(F)C(F)(F)F,4.635381886302337,-0.0741661000000704,8.0,8.0,7.0,0.0,0.0,136.811,136.811,0.0,1.9352999999999998,15.133000000000003,50.0,0.5831499628211657,-0.44334049830208855,0.875,1.0,1.0,10.5,-6.645833333333333,0.07182924043863784,0.7671873736999891,0.6414230535577227,0.9868953505699686,199.99741188405397,307.71659175583034,311.80265625743664,1.7306266489078357,0.7010953279892158,0.0049345406086660215,0.6293594447253031,0.0,9.0,0.0,0.5831499628211657,0.125,0.0,0.0,0.0,0.75,0.0,0.125,0.0,24
369,CO[B-](OC)(OC)C(F)(F)F,3.2971102357879443,-0.0818133999999872,11.0,11.0,7.0,3.0,3.0,172.91899999999995,163.84699999999998,27.69,0.9659999999999999,32.83599999999999,68.0,0.4853568188982786,-0.5412362853986222,0.9090909090909091,1.1818181818181819,1.1818181818181819,12.029027777777777,-4.640625,0.01243729773934468,0.5670098610580439,0.8237110036068097,0.9260798265524574,431.15908822105945,484.7425029991106,523.43490172297,2.0400687946112996,0.6933209071326504,0.002147884277178096,0.9202927335887482,0.0,8.0,0.5,-0.00906833087855722,0.2,0.44999999999999996,0.15000000000000002,0.0,0.15000000000000002,0.0,0.05,0.0,25
371,CC(C)(C)C#C[B-](F)(F)F,4.889422855362628,-0.0844664999999622,10.0,10.0,4.0,0.0,0.0,148.944,139.87199999999999,0.0,2.4225000000000003,36.309000000000005,58.0,0.5573247802603196,-0.4376247302653334,1.1,1.5,1.6,11.47486111111111,-4.927291666666667,0.4710061340187369,0.9725558362486229,0.23266960561865815,0.99221652715463,215.05555923979406,917.1016539389959,924.2958858677346,2.62744056233533,0.48324666905712765,0.004613768324157925,0.8481957991358753,0.0,9.0,0.0,0.5573247802603196,0.3157894736842105,0.47368421052631576,0.0,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,26
382,CCCC[B-](F)(F)F,3.846306004561181,-0.082615799999985,8.0,8.0,4.0,3.0,0.0,124.92200000000001,115.85000000000001,0.0,2.6339000000000006,28.79299999999999,50.0,0.47783650759897656,-0.4488577453209613,1.25,1.75,1.875,11.305138888888889,-4.501805555555555,0.5015400561436815,0.9765803948553811,0.21515281170393313,0.9967635216252327,125.73296022044603,582.4977476295098,584.3891103475993,2.2745785689604205,0.3023358551910189,0.007927623113920326,0.6095865786825672,0.0,9.0,0.0,0.47783650759897656,0.23529411764705882,0.5294117647058824,0.0,0.0,0.1764705882352941,0.0,0.058823529411764705,0.0,27
