Compound_CID,Name,Synonyms,Molecular_Weight,Molecular_Formula,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,InChI,SMILES,InChIKey,IUPAC_Name,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,MeSH_Headings,Annotation_Content,Annotation_Type_Count,Linked_BioAssays,Create_Date,Data_Source,Data_Source_Category,Tagged_by_PubChem
8934,Tetraphenylborate,"TETRAPHENYLBORATE|4358-26-3|8TYC18K6NX|TETRAPHENYLBORON|Ammonium Salt Tetraphenylborate|Potassium Salt Tetraphenylborate|DTXSID80861818|DTXCID901766232|tetraphenylboranuide|Borate(1-), tetraphenyl-|GNF-Pf-5539|tetraphenylborate(1-)|UNII-8TYC18K6NX|tetra(phenyl)borate|starbld0016692|SCHEMBL143876|CHEMBL587884|BDBM37044|cid_3237940|SVHQOIWIRUVWII-UHFFFAOYSA-|SVHQOIWIRUVWII-UHFFFAOYSA-N|DTXSID801336454|STK331798|AKOS005439462|Q2016367|tetraphenylboranuide;N,N,3-trimethyl-1-imidazol-3-iumsulfonamide|tetraphenylboranuide;N,N,3-trimethylimidazol-3-ium-1-sulfonamide|163709-59-9|InChI=1/C24H20B/c1-5-13-21(14-6-1)25(22-15-7-2-8-16-22,23-17-9-3-10-18-23)24-19-11-4-12-20-24/h1-20H/q-1",319.200,C24H20B-,0.000,301.000,"",25,0,1,4,"InChI=1S/C24H20B/c1-5-13-21(14-6-1)25(22-15-7-2-8-16-22,23-17-9-3-10-18-23)24-19-11-4-12-20-24/h1-20H/q-1",[B-](C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4,SVHQOIWIRUVWII-UHFFFAOYSA-N,tetraphenylboranuide,319.1658058,319.1658058,-1,1,0,0,0,0,0,0,0,289,10029,4338,Tetraphenylborate,Biological Test Results|Classification|Literature|Patents|Pharmacology and Biochemistry|Spectral Information|Biological Test Results: Active|Biological Test Results: Micromolar,8,449703|449704|449705|449706|602156,20050327,"001Chemical|10X CHEM|1st Scientific|3WAY PHARM INC|A2B Chem|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Accel Scientific|Achemtek|Acmec Biochemical|Acorn PharmaTech Product List|ACT Chemical|Activate Scientific|AEchem Scientific Corp., USA|AHH Chemical co.,ltd|AiFChem, an XtalPi Company|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aladdin Scientific|Alfa Chemistry|Alichem|Amadis Chemical|Ambeed|Ambinter|AN PharmaTech|Angel Pharmatech Ltd.|Angene Chemical|Anward|AppChem|Ark Pharm, Inc.|AstaTech, Inc.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|Avantor Inc|BenchChem|BePharm Ltd.|Bic Biotech|BindingDB|Biocore|Biosynth|BLD Pharm|BOC Sciences|Boerchem|Boroncore|Boronpharm|CAPOT|CATO Research Chemicals Inc.|Chem-Impex|Chem-Space.com Database|ChemBank|Chembase.cn|ChEMBL|ChemDB|Chemenu Inc.|ChemExper Chemical Directory|ChemIDplus|Cheminformatics Friedrich-Schiller-University Jena|ChemMol|Chemodex Ltd.|ChemoSapiens|ChemSpider|ChemTik|Clearsynth|Collaborative Drug Discovery, Inc.|Combi-Blocks|Cooke Chemical Co., Ltd|Crystallography Open Database (COD)|CymitQuimica|Debye Scientific Co., Ltd|DiscoveryGate|DTP/NCI|ECI Group, LCSB, University of Luxembourg|Egon Willighagen, Department of Bioinformatics - BiGCaT, Maastricht University|eMolecules|eNovation Chemicals|EPA DSSTox|EPA Substance Registry Services|EvitaChem|FDA Global Substance Registration System (GSRS)|Finetech Industry Limited|ForeChem|Founder Pharma|Glentham Life Sciences Ltd.|GNF / Scripps  Winzeler lab|Google Patents|Hairui Chemical|Hangzhou APIChem Technology|Hunan Huateng Pharmaceutical Co., Ltd.|IBM|ICCB-Longwood Screening Facility, Harvard Medical School|iChemical Technology USA Inc|InvivoChem|ISpharm|J&H Chemical Co.,ltd|Jamson Pharmachem Technology|Japan Chemical Substance Dictionary (Nikkaji)|Key Organics/BIONET|King Scientific|LabNetwork, a WuXi AppTec Company|labseeker|LeadScope|LEAPCHEM|LGC Standards|Life Chemicals|Mcule|MedChemexpress MCE|MLSMR|MolCore|Molecule Market|Molepedia|MolGenie|MolMall|Molport|MP Biomedicals|MuseChem|Nature Chemistry|Nature Communications|NextBio|NextMove Software|NIAID ChemDB|NIST Chemistry WebBook|NMRShiftDB|NORMAN Suspect List Exchange|NovoSeek|Oakwood Products|OtavaChemicals|OXCHEM CORPORATION|Parchem|PATENTSCOPE (WIPO)|Pharmacore Co., Limited|Phion Ltd|Pi Chemicals|PoLyInfo|PubChem Reference Collection|Race Chemical|Rare Chemicals GmbH, Germany|RR Scientific|Santa Cruz Biotechnology, Inc.|SCRIPDB|Sigma-Aldrich|Sinfoo Biotech|Smolecule|Springer Nature|Starshine Chemical|Strem Chemicals, Inc.|SureChEMBL|SynHet - Synthetic Heterocycles|Synthonix, Inc.|Syntree|TCI (Tokyo Chemical Industry)|THE BioTek|The Scripps Research Institute Molecular Screening Center|Thermo Fisher Scientific|Thieme Chemistry|Thomson Pharma|Thoreauchem|TimTec|ToxPlanet|Tractus|Vitas-M Laboratory|VladaChem|VWR, Part of Avantor|Wikidata|Wiley|Win-Win Chemical|Wubei-Biochem|Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd.|Yuhao Chemical|ZeroPM - Zero Pollution of Persistent, Mobile Substances|ZINC|Zjartschem",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,D004791 - Enzyme Inhibitors > D014475 - Uncoupling Agents|D019995 - Laboratory Chemicals > D007202 - Indicators and Reagents
9558,Tetrapropylammonium tetrafluoroborate,"Tetrapropylammonium tetrafluoroborate|206-416-0|338-38-5|Tetra-N-propylammonium tetrafluoroborate|1-Propanaminium, N,N,N-tripropyl-, tetrafluoroborate(1-)|Tetrapropylammoniumtetrafluoroborate|tetrapropylazanium;tetrafluoroborate|Tetrapropyl ammonium tetrafluoroboratee|AMMONIUM, TETRAPROPYL-, TETRAFLUOROBORATE(1-)|MFCD00031619|EINECS 206-416-0|NSC 103607|SCHEMBL367186|C12H28BF4N|Ammonium, tetrafluoroborate(1-)|DTXSID60187462|NSC103607|AKOS015907806|NSC-103607|tetra-n-propylammonium tetra-fluoroborate|AS-86812|WLN: 3K3&3&3 &.B-F4|DB-048500|NS00079740|G77498|Tetrapropylammonium tetrafluoroborate, >=98.0%|N,N,N-Tripropyl-1-propanaminium tetrafluoroborate|1-Propanaminium,N,N-tripropyl-, tetrafluoroborate(1-)",273.160,C12H28BF4N,0.000,99.300,"",18,0,5,8,"InChI=1S/C12H28N.BF4/c1-5-9-13(10-6-2,11-7-3)12-8-4;2-1(3,4)5/h5-12H2,1-4H3;/q+1;-1",[B-](F)(F)(F)F.CCC[N+](CCC)(CCC)CCC,ADADJCUTHQJPCB-UHFFFAOYSA-N,tetrapropylazanium;tetrafluoroborate,273.2250927,273.2250927,0,2,0,0,0,0,0,0,0,5,372,123,"",Biological Test Results|Classification|Literature|Patents|Safety and Hazards|Toxicity|Spectral Information,7,248|1794731|1794732|1794733|1794735|1794736|1794738|1794739|1794740|1794745|1794746|1794748|1794750|1794751|1794752|1794753|1794754|1794755|1794756|1794757|1794758|1794759|1794760|1794761|1794763|1794764|1794767|1794768|1794769|1794771|1794772|1794773|1794774|1794775|1794776|1794777|1794778|1794779|1794780|1794781|1794782|1794783|1794784|1794785|1794786|1794787|1794788|1794789|1794790|1794792|1794793|1794794|1794795|1794796|1794798|1794799|1794800,20050719,"10X CHEM|3WAY PHARM INC|A2B Chem|AAA Chemistry|abcr GmbH|ABI Chem|Accel Scientific|Achemtek|AHH Chemical co.,ltd|AiFChem, an XtalPi Company|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aladdin Scientific|Alfa Chemistry|Alichem|Amfluoro|AppChem|AstaTech, Inc.|Aurora Fine Chemicals LLC|BenchChem|BLD Pharm|BOC Sciences|Chem-Impex|Chembase.cn|ChemExper Chemical Directory|ChemFish Tokyo Co., Ltd.|Chemhere|ChemIDplus|ChemoSapiens|ChemSpider|ChemTik|Cooke Chemical Co., Ltd|CymitQuimica|Debye Scientific Co., Ltd|DiscoveryGate|DTP/NCI|eInhibitors|eMolecules|eNovation Chemicals|EPA DSSTox|Finetech Industry Limited|Hairui Chemical|Hunan Chemfish Pharmaceutical Co., Ltd.|ISpharm|J&H Chemical Co.,ltd|Key Organics/BIONET|LeadScope|Mcule|MolCore|MolGenie|Molport|NextBio|NextMove Software|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|PubChem Reference Collection|RR Scientific|Santa Cruz Biotechnology, Inc.|Sigma-Aldrich|Smolecule|Springer Nature|Starshine Chemical|SureChEMBL|SynHet - Synthetic Heterocycles|THE BioTek|ToxPlanet|Yuhao Chemical|ZeroPM - Zero Pollution of Persistent, Mobile Substances",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
12621,Tetramethylammonium tetrafluoroborate,"Tetramethylammonium tetrafluoroborate|661-36-9|Tetramethylammonium fluoroborate|Methanaminium, N,N,N-trimethyl-, tetrafluoroborate(1-)|DTXSID10216296|T-MeA T-FB|DTXCID10138787|211-547-1|tetramethylammoniumtetrafluoroborate|tetramethylazanium;tetrafluoroborate|MFCD00011745|tetrafluoroboranuide; tetramethylazanium|EINECS 211-547-1|Borate(1-), tetrafluoro-, tetramethylammonium salt|tetramethylazanium tetrafluoroborate|N,N,N-Trimethylmethanaminium tetrafluoroborate(1-)|C4H12BF4N|SCHEMBL193909|AMMONIUM, TETRAMETHYL-, TETRAFLUOROBORATE(1-)|orb2939293|tetramethylammonium;tetrafluoroborate|SBB087492|tetramethyl ammonium tetrafluoroborate|AKOS015832951|HY-W127672|AS-63218|SY061684|DB-234038|CS-0185871|NS00079725|T0842|D95388|EN300-219144|A835345|Q55573314",160.950,C4H12BF4N,0.000,38.200,"",10,0,5,0,"InChI=1S/C4H12N.BF4/c1-5(2,3)4;2-1(3,4)5/h1-4H3;/q+1;-1",[B-](F)(F)(F)F.C[N+](C)(C)C,XWFABLFRYCHILB-UHFFFAOYSA-N,tetramethylazanium;tetrafluoroborate,161.0998922,161.0998922,0,2,0,0,0,0,0,0,0,30,963,427,"",Chemical and Physical Properties|Classification|Literature|Patents|Safety and Hazards|Toxicity|Spectral Information,7,"",20050719,"10X CHEM|3WAY PHARM INC|A2B Chem|AbaChemScene|abcr GmbH|ABI Chem|Acadechem|Accel Scientific|Accela ChemBio Inc.|Achemica|AiFChem, an XtalPi Company|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aladdin Scientific|Alfa Chemistry|Alichem|Amadis Chemical|Ambeed|Amfluoro|Anward|AppChem|Aribo Reagent|AstaTech, Inc.|Aurora Fine Chemicals LLC|BenchChem|Biorbyt|BLD Pharm|BOC Sciences|Chem-Impex|Chem-Space.com Database|Chembase.cn|ChemExper Chemical Directory|ChemFish Tokyo Co., Ltd.|ChemIDplus|ChemoSapiens|ChemSpider|ChemTik|Combi-Blocks|Cooke Chemical Co., Ltd|CymitQuimica|Debye Scientific Co., Ltd|DiscoveryGate|Egon Willighagen, Department of Bioinformatics - BiGCaT, Maastricht University|eMolecules|Enamine|eNovation Chemicals|EPA DSSTox|Google Patents|Hairui Chemical|Hangzhou Trylead Chemical Technology|Hunan Chemfish Pharmaceutical Co., Ltd.|InvivoChem|ISpharm|J&H Chemical Co.,ltd|Key Organics/BIONET|LabNetwork, a WuXi AppTec Company|LeadScope|LGC Standards|MedChemexpress MCE|Molecule Market|MolGenie|Molport|MuseChem|NextBio|NextMove Software|NORMAN Suspect List Exchange|NovoSeek|Oakwood Products|Parchem|PATENTSCOPE (WIPO)|PubChem Reference Collection|RR Scientific|Santa Cruz Biotechnology, Inc.|Smolecule|Springer Nature|Starshine Chemical|SureChEMBL|SynHet - Synthetic Heterocycles|SynQuest Laboratories|TCI (Tokyo Chemical Industry)|THE BioTek|Thermo Fisher Scientific|Thieme Chemistry|Thomson Pharma|TimTec|ToxPlanet|Tractus|VWR, Part of Avantor|Wikidata|Wubei-Biochem|Yuhao Chemical|ZeroPM - Zero Pollution of Persistent, Mobile Substances|Zjartschem",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
25510,"1-Butanamine, N-butyl-, tetrafluoroborate(1-) (1:1)","Di-N-butylammonium tetrafluoroborate|12107-76-5|Dibutylamine tetrafluoroborate|Dibutylammonium, tetrafluoroborate|EINECS 235-162-3|NSC 221675|DIBUTYLAMINE, TETRAFLUOROBORATE(1-)|1-Butanamine, N-butyl-, tetrafluoroborate(1-)|1-Butanamine, N-butyl-, tetrafluoroborate(1-) (1:1)|DTXSID50890675|DTXCID001030979|Borate(1-), tetrafluoro-, hydrogen, compd. with N-butyl-1-butanamine (1:1) (9CI)|dibutylazanium;tetrafluoroborate|Dibutylammonium tetrafluoroborate(1-)|dibutylammonium tetrafluoroborate|MFCD00034899|SCHEMBL1157958|CAZKFGXFAVXKIF-UHFFFAOYSA-O|dibutylazanium; tetrafluoroboranuide|SBB095357|AKOS025310241|N-Butyl-1-butanaminium tetrafluoroborate|NS00085590",217.060,C8H20BF4N,16.600,57.000,"",14,1,5,6,"InChI=1S/C8H19N.BF4/c1-3-5-7-9-8-6-4-2;2-1(3,4)5/h9H,3-8H2,1-2H3;/q;-1/p+1",[B-](F)(F)(F)F.CCCC[NH2+]CCCC,CAZKFGXFAVXKIF-UHFFFAOYSA-O,dibutylazanium;tetrafluoroborate,217.1624925,217.1624925,0,2,0,0,0,0,0,0,0,1,27,11,"",Classification|Literature|Patents|Safety and Hazards|Toxicity|Use and Manufacturing|Spectral Information,7,"",20050719,"001Chemical|3WAY PHARM INC|A2B Chem|ABI Chem|AHH Chemical co.,ltd|AiFChem, an XtalPi Company|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Amadis Chemical|Ambinter|Amfluoro|Aurora Fine Chemicals LLC|BenchChem|BOC Sciences|Chembase.cn|Chemenu Inc.|ChemExper Chemical Directory|ChemIDplus|ChemoSapiens|ChemSpider|ChemTik|Combi-Blocks|CymitQuimica|DiscoveryGate|eMolecules|EPA DSSTox|EPA Substance Registry Services|Finetech Industry Limited|Hairui Chemical|iChemical Technology USA Inc|ISpharm|J&H Chemical Co.,ltd|LeadScope|Mcule|MolCore|MolGenie|Molport|MP Biomedicals|MuseChem|NextBio|NORMAN Suspect List Exchange|Parchem|PATENTSCOPE (WIPO)|PubChem Reference Collection|RR Scientific|Santa Cruz Biotechnology, Inc.|Smolecule|SureChEMBL|SynHet - Synthetic Heterocycles|THE BioTek|TimTec|ToxPlanet|Tractus|Yuhao Chemical|ZeroPM - Zero Pollution of Persistent, Mobile Substances",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,""
26255,Tetrafluoroborate,"Tetrafluoroborate|Fluoborate|14874-70-5|fluoroborate|tetrafluoroborate(1-)|tetrafluoroborate ion|CHEBI:38899|BF4(-)|Hydrogen Tetrafluoroborate(1-) (48% solution in H2O)|Borate(1-), tetrafluoro-|fluorborate|Borofluoric Acid; Fluoroboric Acid; Tetrafluoroboric Acid|tetrafluroborate|Tetrafluoroborat|tetrafluoroboranuide|tetrafluoridoborate(1-)|tetrafluoridoborate(III)|SCHEMBL6216|TETRAFLUOROBORATE ANION|4YCF3545OY|BF4-|CHEMBL1789400|DTXSID4043773|BDBM26993|TETRAFLUOROBORATE (BF41-)|[BF4](-)|BF4|Q27118029|61674-41-7",86.810,BF4-,0.000,19.100,"",5,0,5,0,"InChI=1S/BF4/c2-1(3,4)5/q-1",[B-](F)(F)(F)F,ODGCEQLVLXJUCC-UHFFFAOYSA-N,tetrafluoroborate,87.0029178,87.0029178,-1,1,0,0,0,0,0,0,0,133,92630,39843,"",Biological Test Results|Interactions and Pathways|Chemical and Physical Properties|Classification|Drug and Medication Information|Literature|Patents|Spectral Information|Biological Test Results: Active|Biological Test Results: Micromolar,10,1278739|1278740|1278741|1278742|1306523|1306524|1306525|1306526|1306530|1306532|1340318|1798763|1803254|1803484|1803485|1803486|1803487|1803491|1803493,20050326,"001Chemical|10X CHEM|1st Scientific|3A SpeedChemical Inc|3WAY PHARM INC|4C Pharma Scientific Inc|A1 BioChem Labs|A2B Chem|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|ABBLIS Chemicals|abcr GmbH|ABI Chem|AbovChem LLC|Acadechem|Accel Scientific|Accela ChemBio Inc.|Aceschem Inc|Achemica|Achemo Scientific Limited|Achemtek|Acmec Biochemical|Acorn PharmaTech Product List|ACT Chemical|Activate Scientific|Active Biopharma|AEchem Scientific Corp., USA|AHH Chemical co.,ltd|AiFChem, an XtalPi Company|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Aladdin Scientific|Alfa Chemistry|Alichem|Allbio Pharm Co., Ltd|Amadis Chemical|Ambeed|Ambinter|Amfluoro|AN PharmaTech|Angel Pharmatech Ltd.|Angene Chemical|Anward|Apeiron Synthesis|ApexBio Technology|Apexmol|AppChem|April Scientific Inc.|Aribo Reagent|Ark Pharm, Inc.|Ark Pharma Scientific Limited|Aromalake Chemical|Assembly Blocks Pvt. Ltd.|AstaTech, Inc.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|Axispharm|Bangyong Technology  Co., Ltd.|BenchChem|BePharm Ltd.|BerrChemical|Bic Biotech|BindingDB|BioChemPartner|Biocore|BioCrick|Biorbyt|Biosynce Pharmatech|Biosynth|BLD Pharm|BOC Sciences|Boerchem|Boroncore|Boronpharm|BroadPharm|Cangzhou Enke Pharma Tech Co.,Ltd.|CAPOT|Carcinogenic Potency Database (CPDB)|CATO Research Chemicals Inc.|ChangChem|Changzhou Highassay Chemical Co., Ltd|ChEBI|Chem-Impex|Chem-Space.com Database|ChemBank|Chembase.cn|ChEMBL|ChemBridge|ChemDB|Chemenu Inc.|ChemExper Chemical Directory|ChemFish Tokyo Co., Ltd.|Chemhere|Chemical Carcinogenesis Research Information System (CCRIS)|ChemIDplus|ChemMol|Chemodex Ltd.|ChemoSapiens|Chemotion|ChemShuttle|ChemSpider|ChemTik|Clearsynth|Clinivex|Collaborative Drug Discovery, Inc.|Combi-Blocks|Comparative Toxicogenomics Database (CTD)|Cooke Chemical Co., Ltd|CoreSyn|Creasyn Finechem|CreativePeptides|Crystallography Open Database (COD)|Cyclic PharmaTech|CymitQuimica|DAOGE BIOPHARMA|Day Biochem|Debye Scientific Co., Ltd|DempoChem|DiscoveryGate|DrugBank|DSL Chemicals|DTP/NCI|ECI Group, LCSB, University of Luxembourg|EDASA Scientific|Egon Willighagen, Department of Bioinformatics - BiGCaT, Maastricht University|eInhibitors|Elsa Biotechnology|eMolecules|Enamine|eNovation Chemicals|EPA DSSTox|EPA Substance Registry Services|ET Co.,Ltd.|EvitaChem|FDA Global Substance Registration System (GSRS)|Finetech Industry Limited|Fisher Chemical|Fluoropharm Co.,Ltd|Fondchemical Limited|Founder Pharma|Glentham Life Sciences Ltd.|Glixx Labs Inc|Google Patents|Hairui Chemical|Halochem|Hangzhou APIChem Technology|Hangzhou Trylead Chemical Technology|Hefei Hirisun Pharmatech Co., Ltd|Hoffman Fine Chemicals|Hunan Chemfish Pharmaceutical Co., Ltd.|Hunan Huateng Pharmaceutical Co., Ltd.|IBM|ICCB-Longwood Screening Facility, Harvard Medical School|iChemical Technology USA Inc|Innovapharm|InvivoChem|Iodochem|ISpharm|IUPAC Digitized pKa Dataset|J&H Chemical Co.,ltd|Jamson Pharmachem Technology|Japan Chemical Substance Dictionary (Nikkaji)|KCS Online|Key Organics/BIONET|Kilo Biotech|King Scientific|Kingston Chemistry|LabNetwork, a WuXi AppTec Company|labseeker|LeadScope|LEAPCHEM|LGC Standards|Life Chemicals|Matrix Scientific|Mcule|MedChemexpress MCE|Meiler Lab, Vanderbilt University|MLSMR|MolCore|Moldb|Molecular Imaging and Contrast Agent Database (MICAD)|Molecule Market|Molepedia|MolGenie|MolMall|Molport|MP Biomedicals|MuseChem|National Center for Advancing Translational Sciences (NCATS)|Nature Chemistry|Nature Communications|Nature Synthesis|NextBio|NextMove Software|Nextpeptide|NIAID ChemDB|NIST Chemistry WebBook|NMRShiftDB|NORMAN Suspect List Exchange|NovoSeek|Oakwood Products|OChem|OpalOrga|OtavaChemicals|OXCHEM CORPORATION|Paragos|Parchem|PATENTSCOPE (WIPO)|Pharmacore Co., Limited|Phion Ltd|Pi Chemicals|PoLyInfo|Probes & Drugs portal|Protheragen-ING|PubChem Reference Collection|Race Chemical|Rare Chemicals GmbH, Germany|RoCo|Rosewachem|RR Scientific|Santa Cruz Biotechnology, Inc.|SCRIPDB|SelectLab Chemicals GmbH|Shandong Benrite New Chemical Materials Co.,Ltd|Shanghai Sinofluoro Chemicals Co., Ltd|Shanghai Titan Scientific|Shangyu Catsyn Co., Ltd.|Sigma-Aldrich|SigutLabs|Sinfoo Biotech|SLING Consortium|Small Molecule Screening Facility, UW Madison|Smolecule|Springer Nature|Starshine Chemical|Strem Chemicals, Inc.|Suntto Chemical|SureChEMBL|Synblock Inc|SYNCHEM OHG|SynHet - Synthetic Heterocycles|SynQuest Laboratories|Syntech Labs|Synthesis With Catalysts Pvt. Ltd.|Synthonix, Inc.|Syntree|TargetMol|TCI (Tokyo Chemical Industry)|THE BioTek|The Scripps Research Institute Molecular Screening Center|The University of Alabama Libraries|Therapeutic Target Database (TTD)|Thermo Fisher Scientific|Thieme Chemistry|Thomson Pharma|Thoreauchem|Tianjin Yuansu Chemical Reagent Co., LTD|TimTec|Tox21|ToxPlanet|Tractus|University of Kansas High Throughput Screening Laboratory|Veeprho|Vesino Industrial Co., Ltd|Vitas-M Laboratory|VladaChem|VWR, Part of Avantor|W&J PharmaChem|Watec Laboratories|Wikidata|Wiley|Wilshire Technologies|Win-Win Chemical|Wolves R&D chemical|Wubei-Biochem|Wuhan Atomole Chemicals Co., Ltd.|Wutech|xPharm: The Comprehensive Pharmacology Reference|Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd.|Yuhao Chemical|ZeroPM - Zero Pollution of Persistent, Mobile Substances|Zhuorui Chemical Technology Co.,Ltd|ZINC|Zjartschem",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,""
26286,"Borate(1-), tetrafluoro-, strontium (2:1)","Strontium fluoborate|BORATE(1-), TETRAFLUORO-, STRONTIUM (2:1)|13814-98-7|Strontium borofluoride|Strontium tetrafluoroborate|Strontium fluoroborate (Sr(BF4)2)|EINECS 237-488-1|TL 1139|Tetrafluoroborate(1-) strontium (2:1)|DTXSID80884648|DTXCID101024078|Strontium tetrafluoroborate (7CI)|Strontium tetrafluoroborate(1-)|strontium;ditetrafluoroborate|Strontium bis(tetrafluoroborate)|Strontium tetrafluoridoborate|SCHEMBL1582725|PVSFXPZNCSBZDI-UHFFFAOYSA-N|NS00085442",261.200,B2F8Sr,0.000,19.100,"",11,0,10,0,"InChI=1S/2BF4.Sr/c2*2-1(3,4)5;/q2*-1;+2",[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Sr+2],PVSFXPZNCSBZDI-UHFFFAOYSA-N,strontium;ditetrafluoroborate,261.9114479,261.9114479,0,3,0,0,0,0,0,0,0,3,130,55,"",Classification|Literature|Patents|Toxicity|Use and Manufacturing,5,"",20050808,"ABI Chem|Alfa Chemistry|BenchChem|BOC Sciences|ChemIDplus|ChemSpider|Crystallography Open Database (COD)|CymitQuimica|DiscoveryGate|EPA DSSTox|EPA Substance Registry Services|LeadScope|MolGenie|MuseChem|NextBio|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|PubChem Reference Collection|RR Scientific|Smolecule|SureChEMBL|THE BioTek|ToxPlanet|ZeroPM - Zero Pollution of Persistent, Mobile Substances",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,""
26296,"Borate(1-), tetrafluoro-, nitryl (1:1)","EINECS 237-533-5|NITRONIUM, TETRAFLUOROBORATE(1-)|DTXCID901473320|Borate(1-), tetrafluoro-, nitryl (1:1)|DTXSID001014531|Nitryl tetrafluoroborate|Nitryl fluoborate|SCHEMBL37436|SCHEMBL1025423|MSXLXAUEYQPTTG-UHFFFAOYSA-N",133.820,BF4HNO2-,49.700,29.400,"",8,1,8,0,"InChI=1S/BF4.HNO2/c2-1(3,4)5;2-1-3/h;(H,2,3)/q-1;",[B-](F)(F)(F)F.N(=O)O,MSXLXAUEYQPTTG-UHFFFAOYSA-N,nitrous acid;tetrafluoroborate,134.0036461,134.0036461,-1,2,0,0,0,0,0,0,0,1,170,70,"",Classification|Literature|Patents|Toxicity|Use and Manufacturing,5,"",20050808,ABI Chem|Aurora Fine Chemicals LLC|Chembase.cn|ChemIDplus|ChemSpider|LeadScope|LEAPCHEM|Molport|NextBio|NextMove Software|NovoSeek|Parchem|PubChem Reference Collection|SureChEMBL|Thermo Fisher Scientific|Thomson Pharma,Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,""
